customer_id,age,gender,location,income_band,risk_profile
CUST0001384,42,Male,"Berlin, Germany",Low,Medium Risk
CUST0001385,50,Male,"London, UK",Middle,Low Risk
CUST0001386,64,Female,"Johannesburg, South Africa",High,Low Risk
CUST0001387,57,Male,Singapore,High,Low Risk
CUST0001388,60,Female,"Johannesburg, South Africa",Low,High Risk
CUST0001389,29,Female,"Toronto, Canada",Low,Low Risk
CUST0001390,61,Female,"Lagos, Nigeria",High,Low Risk
CUST0001391,53,Male,Singapore,High,Low Risk
CUST0001392,65,Male,"London, UK",High,Medium Risk
CUST0001393,21,Female,"Berlin, Germany",Low,Low Risk
CUST0001394,22,Female,"New York, USA",High,High Risk
CUST0001395,73,Female,"Johannesburg, South Africa",High,Low Risk
CUST0001396,54,Male,"Lagos, Nigeria",Low,Low Risk
CUST0001397,25,Female,"Dubai, UAE",Middle,Medium Risk
CUST0001398,59,Male,"London, UK",Middle,Low Risk
CUST0001399,66,Female,"Dubai, UAE",High,High Risk
CUST0001400,45,Female,"London, UK",Middle,Low Risk
CUST0001401,48,Female,"London, UK",Middle,High Risk
CUST0001402,26,Male,"Berlin, Germany",Middle,Medium Risk
CUST0001403,71,Male,"Berlin, Germany",Middle,Low Risk
CUST0001404,68,Female,"Berlin, Germany",High,Medium Risk
CUST0001405,46,Male,Singapore,Middle,Low Risk
CUST0001406,31,Female,"Toronto, Canada",Middle,High Risk
CUST0001407,57,Male,"London, UK",Low,Medium Risk
CUST0001408,58,Male,"Lagos, Nigeria",High,Low Risk
CUST0001409,39,Male,"Dubai, UAE",Low,High Risk
CUST0001410,28,Female,"Berlin, Germany",Low,Medium Risk
CUST0001411,40,Male,Singapore,High,Low Risk
CUST0001412,18,Male,"Berlin, Germany",Middle,Medium Risk
CUST0001413,63,Female,"Dubai, UAE",Low,Low Risk
CUST0001414,54,Female,"Dubai, UAE",High,High Risk
CUST0001415,38,Female,"Johannesburg, South Africa",Middle,High Risk
CUST0001416,43,Female,"London, UK",High,Medium Risk
CUST0001417,63,Male,"Berlin, Germany",Low,Medium Risk
CUST0001418,53,Male,"Dubai, UAE",Middle,Low Risk
CUST0001419,71,Male,"Toronto, Canada",Middle,High Risk
CUST0001420,40,Male,"Toronto, Canada",High,Low Risk
CUST0001421,74,Male,"Berlin, Germany",Middle,High Risk
CUST0001422,18,Female,Singapore,Low,Medium Risk
CUST0001423,71,Male,"Dubai, UAE",Low,Low Risk
CUST0001424,72,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001425,68,Male,"London, UK",High,High Risk
CUST0001426,57,Female,"London, UK",Middle,High Risk
CUST0001427,32,Female,Singapore,Middle,High Risk
CUST0001428,38,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001429,64,Female,"London, UK",Low,Low Risk
CUST0001430,26,Female,"Johannesburg, South Africa",Middle,High Risk
CUST0001431,70,Female,"New York, USA",Low,Medium Risk
CUST0001432,26,Female,"Berlin, Germany",Middle,High Risk
CUST0001433,27,Female,"London, UK",Low,Low Risk
CUST0001434,69,Female,"Toronto, Canada",Middle,High Risk
CUST0001435,74,Female,"Dubai, UAE",High,Low Risk
CUST0001436,70,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0001437,43,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0001438,58,Female,"Lagos, Nigeria",Low,High Risk
CUST0001439,52,Male,Singapore,Middle,Low Risk
CUST0001440,69,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0001441,42,Female,"London, UK",High,Low Risk
CUST0001442,43,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001443,28,Female,"Lagos, Nigeria",Low,Low Risk
CUST0001444,55,Female,"New York, USA",Low,Low Risk
CUST0001445,19,Female,"Johannesburg, South Africa",Low,Low Risk
CUST0001446,24,Male,"Toronto, Canada",Low,Low Risk
CUST0001447,35,Male,Singapore,Low,High Risk
CUST0001448,44,Male,"Toronto, Canada",High,High Risk
CUST0001449,51,Male,"New York, USA",High,Low Risk
CUST0001450,44,Female,"New York, USA",Low,Low Risk
CUST0001451,34,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0001452,60,Male,"Berlin, Germany",Low,Medium Risk
CUST0001453,61,Female,"Johannesburg, South Africa",High,Low Risk
CUST0001454,68,Female,"Dubai, UAE",Low,Low Risk
CUST0001455,71,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0001456,41,Female,"Dubai, UAE",High,Medium Risk
CUST0001457,42,Male,"Lagos, Nigeria",Low,Low Risk
CUST0001458,24,Female,"Dubai, UAE",Low,High Risk
CUST0001459,69,Male,"New York, USA",Middle,High Risk
CUST0001460,23,Female,"Toronto, Canada",High,Low Risk
CUST0001461,70,Female,"Dubai, UAE",Middle,Low Risk
CUST0001462,41,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0001463,50,Male,Singapore,High,Medium Risk
CUST0001464,66,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001465,46,Male,"Berlin, Germany",Middle,Low Risk
CUST0001466,60,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0001467,39,Female,"London, UK",Low,High Risk
CUST0001468,43,Male,"Lagos, Nigeria",Low,High Risk
CUST0001469,45,Female,"New York, USA",Low,High Risk
CUST0001470,67,Male,"Toronto, Canada",High,Medium Risk
CUST0001471,38,Male,"Toronto, Canada",Low,Medium Risk
CUST0001472,66,Female,Singapore,High,Low Risk
CUST0001473,24,Female,"Dubai, UAE",Middle,Low Risk
CUST0001474,34,Male,"New York, USA",Middle,High Risk
CUST0001475,37,Male,"London, UK",Low,High Risk
CUST0001476,58,Male,"New York, USA",Middle,Medium Risk
CUST0001477,66,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0001478,37,Female,"New York, USA",High,Low Risk
CUST0001479,71,Female,"New York, USA",Middle,Low Risk
CUST0001480,39,Female,Singapore,Low,Low Risk
CUST0001481,45,Male,"London, UK",Middle,Medium Risk
CUST0001482,57,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001483,66,Male,"Berlin, Germany",Low,Low Risk
CUST0001484,24,Male,Singapore,Middle,Low Risk
CUST0001485,18,Male,"Berlin, Germany",Middle,Medium Risk
CUST0001486,49,Male,Singapore,Middle,Low Risk
CUST0001487,30,Female,"Toronto, Canada",Middle,High Risk
CUST0001488,47,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0001489,40,Male,Singapore,Middle,Low Risk
CUST0001490,68,Male,"Dubai, UAE",Middle,Low Risk
CUST0001491,73,Female,"New York, USA",Low,Medium Risk
CUST0001492,36,Female,"Toronto, Canada",High,Medium Risk
CUST0001493,49,Female,"London, UK",Low,Low Risk
CUST0001494,47,Female,"Berlin, Germany",Low,High Risk
CUST0001495,46,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0001496,66,Male,"Johannesburg, South Africa",High,High Risk
CUST0001497,62,Male,Singapore,Low,Low Risk
CUST0001498,46,Male,"New York, USA",Low,High Risk
CUST0001499,47,Male,"London, UK",Low,Low Risk
CUST0001500,33,Female,"Dubai, UAE",Middle,Low Risk
CUST0001501,57,Male,"London, UK",Low,Low Risk
CUST0001502,36,Female,"New York, USA",High,Low Risk
CUST0001503,35,Male,"Dubai, UAE",High,High Risk
CUST0001504,18,Male,"London, UK",Middle,Low Risk
CUST0001505,31,Male,"Dubai, UAE",High,Low Risk
CUST0001506,68,Male,Singapore,High,High Risk
CUST0001507,64,Male,Singapore,Middle,Medium Risk
CUST0001508,67,Female,"New York, USA",Low,High Risk
CUST0001509,19,Female,"New York, USA",Middle,High Risk
CUST0001510,71,Female,"Dubai, UAE",Low,High Risk
CUST0001511,45,Male,"Lagos, Nigeria",Low,Low Risk
CUST0001512,66,Male,"Toronto, Canada",High,Low Risk
CUST0001513,67,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0001514,47,Male,"London, UK",High,Medium Risk
CUST0001515,55,Male,"London, UK",High,Low Risk
CUST0001516,68,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0001517,21,Male,"Lagos, Nigeria",High,Low Risk
CUST0001518,18,Female,"Lagos, Nigeria",Middle,High Risk
CUST0001519,25,Male,"Berlin, Germany",High,Low Risk
CUST0001520,46,Female,"Berlin, Germany",High,Medium Risk
CUST0001521,72,Male,"Dubai, UAE",Low,Medium Risk
CUST0001522,56,Male,"Berlin, Germany",Middle,Low Risk
CUST0001523,20,Female,Singapore,High,High Risk
CUST0001524,49,Male,Singapore,Low,Low Risk
CUST0001525,27,Male,"New York, USA",High,Low Risk
CUST0001526,27,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0001527,36,Male,"Dubai, UAE",High,High Risk
CUST0001528,63,Female,"Johannesburg, South Africa",High,Medium Risk
CUST0001529,51,Male,"London, UK",Low,High Risk
CUST0001530,50,Male,"Toronto, Canada",High,Medium Risk
CUST0001531,40,Male,"New York, USA",Low,Medium Risk
CUST0001532,72,Male,"London, UK",Middle,Medium Risk
CUST0001533,45,Female,"London, UK",High,High Risk
CUST0001534,49,Male,"Dubai, UAE",Middle,Low Risk
CUST0001535,67,Female,"Lagos, Nigeria",Middle,Low Risk
CUST0001536,24,Male,"Lagos, Nigeria",High,Low Risk
CUST0001537,46,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001538,25,Male,"New York, USA",Middle,Low Risk
CUST0001539,18,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001540,74,Female,"London, UK",High,High Risk
CUST0001541,72,Female,"Lagos, Nigeria",High,High Risk
CUST0001542,20,Female,"Berlin, Germany",High,High Risk
CUST0001543,41,Female,"Lagos, Nigeria",High,High Risk
CUST0001544,40,Male,"London, UK",High,High Risk
CUST0001545,25,Female,"Johannesburg, South Africa",High,High Risk
CUST0001546,71,Female,"Dubai, UAE",Low,Low Risk
CUST0001547,74,Male,"New York, USA",Middle,Medium Risk
CUST0001548,64,Male,"Toronto, Canada",Low,High Risk
CUST0001549,54,Male,"Lagos, Nigeria",Low,Medium Risk
CUST0001550,20,Male,Singapore,High,High Risk
CUST0001551,68,Female,Singapore,Middle,High Risk
CUST0001552,50,Female,"Johannesburg, South Africa",Low,Low Risk
CUST0001553,45,Male,"London, UK",High,Medium Risk
CUST0001554,64,Male,"Toronto, Canada",High,Low Risk
CUST0001555,25,Male,"Toronto, Canada",Middle,Low Risk
CUST0001556,51,Female,"Berlin, Germany",Low,Medium Risk
CUST0001557,52,Female,"Toronto, Canada",Low,Low Risk
CUST0001558,49,Male,Singapore,Low,High Risk
CUST0001559,41,Male,"Dubai, UAE",High,High Risk
CUST0001560,31,Female,"London, UK",Middle,High Risk
CUST0001561,49,Male,"London, UK",Middle,High Risk
CUST0001562,73,Male,"Lagos, Nigeria",Low,High Risk
CUST0001563,63,Female,"Lagos, Nigeria",High,Low Risk
CUST0001564,60,Male,"Lagos, Nigeria",Low,Low Risk
CUST0001565,33,Female,Singapore,Middle,High Risk
CUST0001566,21,Male,Singapore,High,High Risk
CUST0001567,69,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001568,54,Female,Singapore,Low,Medium Risk
CUST0001569,71,Female,Singapore,High,Low Risk
CUST0001570,38,Male,Singapore,Middle,Low Risk
CUST0001571,31,Female,Singapore,High,Low Risk
CUST0001572,48,Male,"Dubai, UAE",Low,Low Risk
CUST0001573,72,Male,Singapore,Low,Low Risk
CUST0001574,65,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0001575,35,Male,"Toronto, Canada",Low,High Risk
CUST0001576,24,Male,"Toronto, Canada",Middle,High Risk
CUST0001577,27,Female,"Berlin, Germany",Middle,Medium Risk
CUST0001578,24,Female,"Dubai, UAE",Low,High Risk
CUST0001579,50,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001580,40,Female,"New York, USA",Middle,High Risk
CUST0001581,38,Female,Singapore,Middle,Medium Risk
CUST0001582,36,Female,"Berlin, Germany",Low,Medium Risk
CUST0001583,65,Female,"New York, USA",High,High Risk
CUST0001584,36,Male,"Johannesburg, South Africa",High,High Risk
CUST0001585,53,Male,"Toronto, Canada",High,High Risk
CUST0001586,46,Male,"Berlin, Germany",Low,Low Risk
CUST0001587,35,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0001588,19,Female,"Berlin, Germany",Middle,Low Risk
CUST0001589,18,Female,"London, UK",Low,Medium Risk
CUST0001590,64,Female,"Johannesburg, South Africa",Low,High Risk
CUST0001591,22,Female,"Toronto, Canada",High,Medium Risk
CUST0001592,37,Female,"Toronto, Canada",High,Medium Risk
CUST0001593,28,Female,"Dubai, UAE",Low,Medium Risk
CUST0001594,59,Male,"Berlin, Germany",High,High Risk
CUST0001595,19,Male,Singapore,Middle,Low Risk
CUST0001596,20,Female,"Toronto, Canada",Low,High Risk
CUST0001597,40,Female,"Berlin, Germany",Low,High Risk
CUST0001598,72,Female,"Dubai, UAE",Middle,Medium Risk
CUST0001599,29,Male,Singapore,Middle,Medium Risk
CUST0001600,37,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001601,22,Female,"Dubai, UAE",High,Low Risk
CUST0001602,54,Female,"London, UK",Low,Low Risk
CUST0001603,55,Male,Singapore,High,Low Risk
CUST0001604,47,Male,"Berlin, Germany",Middle,High Risk
CUST0001605,26,Male,"Toronto, Canada",High,Medium Risk
CUST0001606,51,Male,"Toronto, Canada",Middle,High Risk
CUST0001607,70,Female,"Berlin, Germany",High,Low Risk
CUST0001608,61,Male,"Berlin, Germany",High,Medium Risk
CUST0001609,52,Male,"Berlin, Germany",Middle,Low Risk
CUST0001610,69,Female,"Lagos, Nigeria",High,Medium Risk
CUST0001611,39,Male,Singapore,Low,Medium Risk
CUST0001612,61,Male,"Toronto, Canada",High,High Risk
CUST0001613,41,Male,Singapore,High,High Risk
CUST0001614,34,Female,"Dubai, UAE",Low,Low Risk
CUST0001615,27,Male,"Toronto, Canada",Middle,High Risk
CUST0001616,47,Female,"Lagos, Nigeria",Low,High Risk
CUST0001617,73,Female,"Berlin, Germany",High,High Risk
CUST0001618,63,Male,"London, UK",Middle,Medium Risk
CUST0001619,40,Male,"Berlin, Germany",High,High Risk
CUST0001620,49,Male,"Johannesburg, South Africa",High,Low Risk
CUST0001621,34,Male,"Berlin, Germany",Low,Medium Risk
CUST0001622,67,Female,"Lagos, Nigeria",Low,Medium Risk
CUST0001623,68,Male,Singapore,Middle,High Risk
CUST0001624,34,Male,"Toronto, Canada",Middle,Medium Risk
CUST0001625,31,Male,"Berlin, Germany",Middle,Low Risk
CUST0001626,26,Female,"Toronto, Canada",High,Low Risk
CUST0001627,57,Male,"New York, USA",Low,Medium Risk
CUST0001628,19,Male,"Dubai, UAE",Low,High Risk
CUST0001629,62,Female,Singapore,Low,High Risk
CUST0001630,42,Female,"Toronto, Canada",Middle,Medium Risk
CUST0001631,56,Male,"London, UK",Low,Low Risk
CUST0001632,26,Male,"Dubai, UAE",Low,Medium Risk
CUST0001633,71,Male,"Johannesburg, South Africa",Low,High Risk
CUST0001634,39,Male,"Johannesburg, South Africa",Middle,High Risk
CUST0001635,60,Male,"London, UK",Low,Medium Risk
CUST0001636,63,Female,"Berlin, Germany",Middle,Low Risk
CUST0001637,21,Female,"Dubai, UAE",Low,Medium Risk
CUST0001638,43,Male,"Toronto, Canada",Low,Low Risk
CUST0001639,46,Male,"Dubai, UAE",Low,Low Risk
CUST0001640,62,Female,"Berlin, Germany",Middle,Medium Risk
CUST0001641,51,Male,"Lagos, Nigeria",Middle,Medium Risk
CUST0001642,40,Male,Singapore,Low,Low Risk
CUST0001643,54,Male,"London, UK",High,Low Risk
CUST0001644,28,Male,"Berlin, Germany",Middle,Low Risk
CUST0001645,23,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0001646,35,Female,"Dubai, UAE",Low,High Risk
CUST0001647,38,Male,"Dubai, UAE",High,Medium Risk
CUST0001648,59,Male,"Berlin, Germany",Low,Low Risk
CUST0001649,53,Male,"Toronto, Canada",Middle,Medium Risk
CUST0001650,58,Female,"Dubai, UAE",Middle,Low Risk
CUST0001651,55,Female,"Toronto, Canada",Low,Medium Risk
CUST0001652,51,Female,"Toronto, Canada",Low,Medium Risk
CUST0001653,34,Female,Singapore,High,Low Risk
CUST0001654,54,Male,"Toronto, Canada",High,Low Risk
CUST0001655,42,Female,"New York, USA",Middle,Medium Risk
CUST0001656,55,Male,Singapore,High,Medium Risk
CUST0001657,29,Male,"Lagos, Nigeria",High,Medium Risk
CUST0001658,40,Female,"Lagos, Nigeria",Middle,High Risk
CUST0001659,70,Female,"Dubai, UAE",Middle,Low Risk
CUST0001660,59,Female,"Dubai, UAE",Middle,High Risk
CUST0001661,39,Female,"Toronto, Canada",Middle,High Risk
CUST0001662,38,Female,Singapore,Low,Low Risk
CUST0001663,44,Male,Singapore,Middle,Low Risk
CUST0001664,74,Female,"New York, USA",Middle,High Risk
CUST0001665,48,Female,"Toronto, Canada",Middle,Low Risk
CUST0001666,23,Female,"New York, USA",High,Medium Risk
CUST0001667,44,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001668,57,Female,"Toronto, Canada",Low,High Risk
CUST0001669,51,Male,"London, UK",Low,High Risk
CUST0001670,29,Female,"London, UK",Middle,Low Risk
CUST0001671,62,Female,"Berlin, Germany",Low,Low Risk
CUST0001672,74,Male,"Toronto, Canada",High,High Risk
CUST0001673,70,Female,Singapore,Middle,High Risk
CUST0001674,24,Male,"Dubai, UAE",Low,Medium Risk
CUST0001675,27,Male,"Lagos, Nigeria",Low,Medium Risk
CUST0001676,62,Male,"Berlin, Germany",Middle,Low Risk
CUST0001677,34,Female,"Dubai, UAE",Low,Medium Risk
CUST0001678,43,Female,"London, UK",Middle,Low Risk
CUST0001679,38,Female,"Toronto, Canada",Low,Low Risk
CUST0001680,45,Male,"Berlin, Germany",High,Low Risk
CUST0001681,63,Female,"Toronto, Canada",Low,Medium Risk
CUST0001682,19,Male,"London, UK",Low,High Risk
CUST0001683,71,Female,"Berlin, Germany",Middle,High Risk
CUST0001684,60,Male,"London, UK",Low,Medium Risk
CUST0001685,18,Male,"New York, USA",Middle,High Risk
CUST0001686,68,Male,"London, UK",High,Low Risk
CUST0001687,70,Female,Singapore,Middle,High Risk
CUST0001688,53,Male,Singapore,Middle,Medium Risk
CUST0001689,68,Male,"Toronto, Canada",Low,High Risk
CUST0001690,43,Male,"Lagos, Nigeria",High,Low Risk
CUST0001691,46,Male,"London, UK",Middle,Low Risk
CUST0001692,38,Male,"Dubai, UAE",Low,Medium Risk
CUST0001693,28,Male,Singapore,Low,Medium Risk
CUST0001694,57,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001695,28,Female,"Lagos, Nigeria",Low,Low Risk
CUST0001696,53,Male,"New York, USA",Middle,High Risk
CUST0001697,66,Female,"Berlin, Germany",Middle,High Risk
CUST0001698,56,Female,"Berlin, Germany",Middle,Medium Risk
CUST0001699,57,Male,Singapore,High,High Risk
CUST0001700,52,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001701,71,Male,Singapore,Low,Medium Risk
CUST0001702,51,Female,"Berlin, Germany",High,Medium Risk
CUST0001703,72,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001704,64,Female,"London, UK",High,Low Risk
CUST0001705,41,Male,"Lagos, Nigeria",High,Low Risk
CUST0001706,71,Female,"Toronto, Canada",High,Low Risk
CUST0001707,39,Male,"London, UK",High,High Risk
CUST0001708,22,Male,"London, UK",Low,High Risk
CUST0001709,73,Female,"London, UK",Middle,Low Risk
CUST0001710,50,Female,"Toronto, Canada",Low,Low Risk
CUST0001711,53,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001712,64,Female,"New York, USA",Low,High Risk
CUST0001713,37,Female,"Johannesburg, South Africa",High,High Risk
CUST0001714,36,Female,"Johannesburg, South Africa",High,Low Risk
CUST0001715,52,Male,"Johannesburg, South Africa",Middle,High Risk
CUST0001716,69,Female,"Dubai, UAE",Middle,Medium Risk
CUST0001717,60,Male,Singapore,Low,Medium Risk
CUST0001718,34,Male,"Berlin, Germany",Middle,High Risk
CUST0001719,62,Female,Singapore,Low,Low Risk
CUST0001720,60,Male,"Lagos, Nigeria",Middle,High Risk
CUST0001721,51,Female,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001722,26,Female,"New York, USA",Middle,Low Risk
CUST0001723,43,Male,"Lagos, Nigeria",High,High Risk
CUST0001724,19,Male,Singapore,High,Low Risk
CUST0001725,70,Female,"Berlin, Germany",Low,Low Risk
CUST0001726,26,Female,"Toronto, Canada",Middle,Medium Risk
CUST0001727,26,Male,Singapore,Low,Low Risk
CUST0001728,57,Male,"London, UK",Middle,High Risk
CUST0001729,34,Male,Singapore,High,Low Risk
CUST0001730,18,Male,"London, UK",High,Low Risk
CUST0001731,42,Female,"Toronto, Canada",Middle,High Risk
CUST0001732,60,Female,Singapore,Middle,Medium Risk
CUST0001733,57,Female,"New York, USA",High,Medium Risk
CUST0001734,59,Female,"New York, USA",High,High Risk
CUST0001735,42,Male,"Lagos, Nigeria",Low,High Risk
CUST0001736,56,Male,"Toronto, Canada",High,Medium Risk
CUST0001737,52,Female,"Johannesburg, South Africa",Middle,Low Risk
CUST0001738,20,Female,"New York, USA",Low,High Risk
CUST0001739,67,Female,Singapore,Middle,Low Risk
CUST0001740,54,Female,"Toronto, Canada",Low,High Risk
CUST0001741,61,Female,"Berlin, Germany",Middle,Medium Risk
CUST0001742,61,Female,"London, UK",High,Low Risk
CUST0001743,68,Female,Singapore,Middle,Low Risk
CUST0001744,47,Female,"London, UK",Low,High Risk
CUST0001745,55,Female,"London, UK",Middle,Low Risk
CUST0001746,51,Male,"Johannesburg, South Africa",Low,High Risk
CUST0001747,29,Female,"Toronto, Canada",Middle,Medium Risk
CUST0001748,36,Male,"Toronto, Canada",High,Low Risk
CUST0001749,54,Male,"Lagos, Nigeria",High,High Risk
CUST0001750,61,Female,"London, UK",Middle,Low Risk
CUST0001751,66,Female,"Lagos, Nigeria",Middle,High Risk
CUST0001752,34,Male,"Johannesburg, South Africa",Middle,High Risk
CUST0001753,27,Male,"London, UK",Low,High Risk
CUST0001754,74,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0001755,72,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0001756,66,Female,"Berlin, Germany",Low,Medium Risk
CUST0001757,64,Female,"Lagos, Nigeria",High,High Risk
CUST0001758,29,Female,"Toronto, Canada",Middle,High Risk
CUST0001759,33,Male,"Lagos, Nigeria",Middle,Medium Risk
CUST0001760,41,Male,"London, UK",High,Medium Risk
CUST0001761,36,Female,"Lagos, Nigeria",High,Low Risk
CUST0001762,25,Male,"New York, USA",Low,High Risk
CUST0001763,48,Male,"Dubai, UAE",Middle,Medium Risk
CUST0001764,38,Male,"London, UK",Middle,High Risk
CUST0001765,34,Male,"New York, USA",Low,High Risk
CUST0001766,40,Male,"Johannesburg, South Africa",High,Low Risk
CUST0001767,54,Male,"London, UK",Low,Low Risk
CUST0001768,71,Male,"Toronto, Canada",High,Low Risk
CUST0001769,33,Female,"Dubai, UAE",Low,Medium Risk
CUST0001770,23,Male,"Dubai, UAE",High,High Risk
CUST0001771,25,Male,"Toronto, Canada",Low,Medium Risk
CUST0001772,42,Male,"Dubai, UAE",High,Medium Risk
CUST0001773,35,Male,"Toronto, Canada",High,Low Risk
CUST0001774,42,Male,"New York, USA",High,High Risk
CUST0001775,29,Male,"Johannesburg, South Africa",High,High Risk
CUST0001776,32,Male,"Berlin, Germany",High,Low Risk
CUST0001777,43,Male,"London, UK",Middle,High Risk
CUST0001778,58,Female,"Toronto, Canada",High,Low Risk
CUST0001779,62,Male,"London, UK",Middle,Medium Risk
CUST0001780,43,Male,"Johannesburg, South Africa",High,Medium Risk
CUST0001781,64,Male,"New York, USA",Middle,Low Risk
CUST0001782,49,Male,"Berlin, Germany",Middle,Medium Risk
CUST0001783,27,Female,"Johannesburg, South Africa",Low,Medium Risk
CUST0001784,33,Female,"New York, USA",High,Low Risk
CUST0001785,24,Female,"Dubai, UAE",Low,Medium Risk
CUST0001786,34,Female,"London, UK",Low,High Risk
CUST0001787,40,Female,Singapore,High,Medium Risk
CUST0001788,43,Female,"Berlin, Germany",Low,Low Risk
CUST0001789,38,Female,"Dubai, UAE",High,High Risk
CUST0001790,39,Female,"Johannesburg, South Africa",Low,High Risk
CUST0001791,24,Female,"Berlin, Germany",High,Medium Risk
CUST0001792,31,Female,"Dubai, UAE",High,High Risk
CUST0001793,32,Female,"New York, USA",High,Low Risk
CUST0001794,70,Female,"Toronto, Canada",Middle,High Risk
CUST0001795,24,Female,"London, UK",Low,Medium Risk
CUST0001796,26,Female,"Lagos, Nigeria",Middle,Medium Risk
CUST0001797,68,Female,"Lagos, Nigeria",Low,High Risk
CUST0001798,65,Female,"New York, USA",Low,Low Risk
CUST0001799,25,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001800,67,Female,"London, UK",Middle,Medium Risk
CUST0001801,40,Male,"Johannesburg, South Africa",Low,Medium Risk
CUST0001802,46,Female,"London, UK",Middle,Low Risk
CUST0001803,35,Female,"New York, USA",High,High Risk
CUST0001804,48,Male,"London, UK",Low,High Risk
CUST0001805,47,Female,"Toronto, Canada",Low,High Risk
CUST0001806,69,Male,"Johannesburg, South Africa",High,High Risk
CUST0001807,56,Male,"New York, USA",High,Low Risk
CUST0001808,52,Male,"Toronto, Canada",Low,Medium Risk
CUST0001809,35,Female,"London, UK",High,Medium Risk
CUST0001810,59,Female,"New York, USA",Middle,High Risk
CUST0001811,56,Female,"London, UK",Middle,Low Risk
CUST0001812,34,Male,"Johannesburg, South Africa",Low,Low Risk
CUST0001813,31,Male,"New York, USA",Middle,High Risk
CUST0001814,48,Female,"London, UK",Middle,High Risk
CUST0001815,41,Female,"Johannesburg, South Africa",Low,High Risk
CUST0001816,52,Female,"Toronto, Canada",High,Medium Risk
CUST0001817,61,Female,Singapore,Low,High Risk
CUST0001818,62,Female,"Toronto, Canada",Middle,Medium Risk
CUST0001819,51,Male,"London, UK",Low,Low Risk
CUST0001820,20,Male,"New York, USA",Low,Low Risk
CUST0001821,54,Male,"Lagos, Nigeria",Middle,Medium Risk
CUST0001822,60,Female,"Toronto, Canada",Middle,Medium Risk
CUST0001823,57,Male,"Toronto, Canada",Low,Medium Risk
CUST0001824,43,Male,"Johannesburg, South Africa",Middle,Medium Risk
CUST0001825,72,Male,"Dubai, UAE",Middle,High Risk
CUST0001826,40,Male,"Lagos, Nigeria",Middle,Low Risk
CUST0001827,61,Male,"London, UK",Middle,High Risk
CUST0001828,56,Female,Singapore,Middle,Medium Risk
CUST0001829,32,Male,"New York, USA",Middle,High Risk
CUST0001830,73,Female,"Dubai, UAE",High,High Risk
CUST0001831,66,Female,"London, UK",Low,Low Risk
CUST0001832,21,Female,"Berlin, Germany",Middle,High Risk
CUST0001833,46,Female,Singapore,Low,Low Risk
CUST0001834,39,Female,"Toronto, Canada",High,Medium Risk
CUST0001835,42,Male,"Berlin, Germany",Middle,High Risk
CUST0001836,30,Male,"Toronto, Canada",Low,Medium Risk
CUST0001837,35,Female,"Toronto, Canada",Middle,Low Risk
CUST0001838,50,Female,"Berlin, Germany",Middle,Medium Risk
CUST0001839,33,Female,Singapore,Middle,Medium Risk
CUST0001840,62,Male,"Johannesburg, South Africa",Middle,Low Risk
CUST0001841,59,Female,"Berlin, Germany",Middle,Medium Risk
CUST0001842,61,Male,"London, UK",Middle,Medium Risk
CUST0001843,19,Female,"Dubai, UAE",Middle,Medium Risk
CUST0001844,72,Male,"Dubai, UAE",High,High Risk
CUST0001845,52,Female,"Berlin, Germany",High,Medium Risk
CUST0001846,59,Male,"London, UK",Middle,Low Risk
CUST0001847,51,Female,"Johannesburg, South Africa",Middle,High Risk
CUST0001848,47,Male,"Dubai, UAE",High,High Risk
