customer_id,activity_score,device_usage,engagement_level
CUST0002934,0.573,Mobile,Medium
CUST0000855,0.633,Mixed,High
CUST0001642,0.201,Web,High
CUST0001147,0.986,Web,Low
CUST0000565,0.834,Mobile,High
CUST0001668,0.464,Mixed,Low
CUST0001683,0.31,Mixed,High
CUST0001351,0.012,Web,Medium
CUST0001057,0.693,Mixed,Medium
CUST0000590,0.263,Mobile,High
CUST0002941,0.395,Web,High
CUST0002893,0.429,Mobile,Low
CUST0000454,0.854,Mixed,Medium
CUST0002643,0.851,Web,Low
CUST0002238,0.776,Mobile,Low
CUST0000995,0.767,Web,Low
CUST0002033,0.495,Web,Medium
CUST0000883,0.791,Mobile,High
CUST0000560,0.858,Web,Medium
CUST0001785,0.498,Web,Low
CUST0000346,0.9,Web,Low
CUST0000580,0.99,Mobile,Low
CUST0000860,0.175,Mobile,Low
CUST0001435,0.979,Web,High
CUST0002931,0.246,Mobile,Low
CUST0001196,0.934,Web,High
CUST0002375,0.851,Mixed,High
CUST0001337,0.916,Mixed,Low
CUST0001417,0.461,Mixed,Low
CUST0000354,0.151,Mobile,High
CUST0001015,0.223,Web,High
CUST0002312,0.305,Mobile,Low
CUST0000696,0.25,Mixed,Medium
CUST0000522,0.967,Mixed,Low
CUST0002753,0.156,Web,Medium
CUST0000256,0.686,Web,High
CUST0001069,0.512,Web,Medium
CUST0000785,0.034,Mobile,Low
CUST0000082,0.212,Mobile,High
CUST0001250,0.934,Web,High
CUST0000995,0.817,Mobile,High
CUST0002176,0.586,Mobile,Medium
CUST0001347,0.077,Mixed,Medium
CUST0000844,0.139,Mixed,High
CUST0000676,0.731,Web,Medium
CUST0001033,0.757,Web,Low
CUST0000163,0.958,Web,Medium
CUST0000963,0.206,Mixed,High
CUST0002777,0.649,Mobile,Low
CUST0000118,0.431,Mobile,High
CUST0001882,0.114,Mixed,High
CUST0002149,0.336,Web,Low
CUST0002672,0.367,Web,High
CUST0000859,0.453,Web,Low
CUST0000412,0.293,Web,Medium
CUST0001850,0.553,Mobile,Low
CUST0002515,0.606,Web,Medium
CUST0000571,0.413,Mixed,Low
CUST0002969,0.373,Web,Low
CUST0000994,0.656,Mobile,High
CUST0000015,0.054,Web,Medium
CUST0001168,0.866,Web,Low
CUST0000823,0.975,Mobile,Low
CUST0000250,0.055,Mixed,High
CUST0000388,0.709,Mobile,High
CUST0002330,0.252,Mobile,Medium
CUST0002799,0.43,Web,High
CUST0001465,0.271,Mobile,Low
CUST0001919,0.214,Web,Low
CUST0002432,0.441,Mobile,Low
CUST0000047,0.372,Mobile,High
CUST0000944,0.426,Web,Medium
CUST0000604,0.808,Mobile,Low
CUST0001062,0.979,Mobile,High
CUST0002660,0.143,Web,Low
CUST0001086,0.744,Mobile,High
CUST0000573,0.549,Mobile,Medium
CUST0002762,0.373,Web,High
CUST0002166,0.661,Mobile,Medium
CUST0000481,0.882,Mixed,Medium
CUST0001032,0.642,Mobile,High
CUST0001130,0.704,Mobile,Medium
CUST0000292,0.148,Mobile,High
CUST0002005,0.713,Web,Low
CUST0002616,0.986,Web,Medium
CUST0000532,0.96,Mixed,Low
CUST0002231,0.409,Web,Low
CUST0000930,0.882,Mixed,Medium
CUST0001638,0.591,Mobile,High
CUST0001899,0.118,Mobile,High
CUST0002396,0.978,Mobile,High
CUST0002336,0.613,Mobile,High
CUST0000204,0.106,Mixed,Low
CUST0001737,0.572,Mixed,High
CUST0000335,0.721,Mobile,Medium
CUST0001236,0.237,Mobile,Low
CUST0002730,0.682,Web,High
CUST0000143,0.966,Mobile,Low
CUST0002141,0.232,Mixed,Medium
CUST0000122,0.491,Mixed,Medium
CUST0000725,0.314,Web,High
CUST0000394,0.388,Mobile,Medium
CUST0001464,0.837,Web,Low
CUST0000885,0.824,Mixed,Medium
CUST0001973,0.008,Web,High
CUST0002298,0.122,Web,Low
CUST0001641,0.349,Mixed,High
CUST0002874,0.303,Mobile,Low
CUST0000469,0.094,Web,High
CUST0001891,0.688,Web,Medium
CUST0000492,0.643,Mixed,Medium
CUST0000465,0.248,Mixed,High
CUST0001786,0.362,Web,High
CUST0002156,0.488,Mixed,High
CUST0001086,0.045,Mobile,High
CUST0002105,0.155,Web,High
CUST0002811,0.647,Mobile,Medium
CUST0000959,0.486,Mixed,High
CUST0002180,0.6,Mobile,Low
CUST0001102,0.973,Mobile,Low
CUST0000872,0.756,Web,Medium
CUST0001442,0.968,Mixed,High
CUST0001824,0.591,Mixed,Medium
CUST0002894,0.001,Mobile,Medium
CUST0000996,0.094,Web,High
CUST0001186,0.697,Web,Low
CUST0001832,0.305,Mobile,Low
CUST0002595,0.414,Web,High
CUST0000527,0.675,Web,High
CUST0002867,0.333,Mixed,High
CUST0001044,0.874,Mixed,High
CUST0002524,0.387,Mixed,High
CUST0001062,0.044,Mixed,Low
CUST0001685,0.984,Web,Medium
CUST0001240,0.49,Mobile,Medium
CUST0002058,0.351,Web,Low
CUST0000100,0.899,Mobile,High
CUST0001462,0.861,Mobile,High
CUST0001417,0.038,Mobile,Medium
CUST0002774,0.808,Web,High
CUST0001962,0.49,Mobile,Medium
CUST0000101,0.673,Mixed,Low
CUST0000151,0.146,Web,Low
CUST0002090,0.667,Mobile,Medium
CUST0000962,0.23,Mobile,High
CUST0002067,0.117,Mobile,Medium
CUST0002964,0.135,Mixed,Medium
CUST0001436,0.3,Mixed,Low
CUST0002553,0.992,Mixed,Medium
CUST0000124,0.054,Mixed,Low
CUST0002561,0.331,Mixed,Low
CUST0001419,0.525,Web,Low
CUST0002748,0.207,Web,Medium
CUST0002719,0.962,Mixed,Medium
CUST0002125,0.461,Mobile,High
CUST0000920,0.693,Web,High
CUST0000530,0.36,Mixed,Low
CUST0000186,0.194,Mixed,High
CUST0000503,0.304,Mixed,High
CUST0002833,0.28,Mobile,Low
CUST0002350,0.848,Web,Low
CUST0000112,0.015,Web,Medium
CUST0002014,0.894,Mixed,Low
CUST0002067,0.393,Web,High
CUST0001932,0.617,Mobile,High
CUST0002028,0.806,Mobile,High
CUST0002354,0.461,Web,Medium
CUST0000962,0.093,Mobile,High
CUST0002452,0.542,Mixed,Medium
CUST0002566,0.122,Mixed,High
CUST0001415,0.825,Mixed,Medium
CUST0000352,0.648,Mobile,High
CUST0002359,0.592,Mixed,Medium
CUST0002529,0.0,Web,High
CUST0001994,0.96,Mobile,Low
CUST0001148,0.13,Web,Low
CUST0000877,0.183,Mixed,Medium
CUST0002921,0.986,Mobile,Medium
CUST0002575,0.09,Mobile,High
CUST0002911,0.742,Web,Medium
CUST0000285,0.095,Web,Medium
CUST0001874,0.733,Web,Medium
CUST0002247,0.889,Web,High
CUST0001826,0.35,Mobile,High
CUST0001492,0.312,Mixed,Low
CUST0000093,0.933,Web,Low
CUST0000549,0.075,Mobile,High
CUST0001728,0.348,Web,Low
CUST0002143,0.653,Mixed,Low
CUST0000403,0.687,Mixed,Medium
CUST0002119,0.453,Web,Low
CUST0001542,0.854,Web,High
CUST0000759,0.849,Mobile,High
CUST0000355,0.817,Mobile,Medium
CUST0000567,0.171,Mobile,Low
CUST0000807,0.647,Web,Low
CUST0000098,0.851,Web,High
CUST0002308,0.094,Web,Low
CUST0001825,0.245,Mixed,Medium
CUST0002283,0.978,Mixed,Medium
CUST0000322,0.462,Web,Low
CUST0002946,0.53,Mobile,Medium
CUST0002446,0.35,Mobile,Low
CUST0000690,0.392,Web,Medium
CUST0000220,0.895,Mobile,Low
CUST0002983,0.209,Web,High
CUST0002710,0.279,Mixed,Medium
CUST0000810,0.501,Mobile,Medium
CUST0001505,0.311,Mixed,Medium
CUST0000742,0.893,Mixed,Low
CUST0001268,0.633,Web,High
CUST0000441,0.504,Mixed,Low
CUST0002766,0.604,Mobile,Low
CUST0001289,0.02,Web,Low
CUST0001791,0.742,Web,Medium
CUST0000856,0.335,Mobile,Low
CUST0002077,0.608,Mixed,Medium
CUST0000965,0.832,Web,Low
CUST0000426,0.345,Web,Medium
CUST0000828,0.037,Web,High
CUST0002471,0.001,Mobile,Medium
CUST0001883,0.86,Mobile,Medium
CUST0002504,0.547,Web,High
CUST0001340,0.65,Web,Low
CUST0001973,0.597,Mobile,Medium
CUST0001868,0.169,Mixed,Medium
CUST0002696,0.038,Web,Medium
CUST0000106,0.243,Mobile,High
CUST0001641,0.991,Mixed,Medium
CUST0000149,0.418,Mixed,Medium
CUST0002744,0.925,Mobile,High
CUST0001712,0.26,Web,Low
CUST0001327,0.715,Mobile,High
CUST0000777,0.026,Mobile,Low
CUST0002126,0.013,Mixed,High
CUST0000897,0.466,Web,Medium
CUST0002871,0.649,Mixed,High
CUST0001311,0.962,Mobile,Low
CUST0001872,0.03,Mobile,Low
CUST0000999,0.988,Web,Low
CUST0000091,0.472,Mobile,Medium
CUST0000395,0.766,Mobile,High
CUST0002370,0.646,Mixed,Medium
CUST0000444,0.248,Web,Medium
CUST0002079,0.333,Mobile,Low
CUST0001202,0.591,Web,Low
CUST0001340,0.096,Web,High
CUST0000984,0.775,Mixed,Low
CUST0001703,0.8,Mixed,Low
CUST0000899,0.821,Mobile,Medium
CUST0000954,0.849,Mobile,High
CUST0002590,0.689,Web,Low
CUST0001091,0.744,Mixed,Low
CUST0000186,0.589,Mobile,Medium
CUST0002125,0.227,Web,Low
CUST0002229,0.083,Web,Low
CUST0002574,0.179,Mixed,High
CUST0000138,0.193,Mobile,Medium
CUST0001486,0.758,Mobile,Medium
CUST0002001,0.948,Mobile,Low
CUST0000703,0.814,Mixed,Medium
CUST0000573,0.992,Web,Medium
CUST0000174,0.044,Mobile,High
CUST0000293,0.032,Mixed,Medium
CUST0000789,0.684,Mobile,High
CUST0001427,0.026,Mobile,High
CUST0001824,0.891,Mixed,Low
CUST0000207,0.472,Mobile,Medium
CUST0002025,0.924,Mobile,Low
CUST0002302,0.25,Web,Medium
CUST0002840,0.642,Mixed,Medium
CUST0000969,0.699,Mobile,Medium
CUST0001354,0.287,Web,High
CUST0001968,0.367,Mobile,Medium
CUST0000424,0.551,Mobile,Medium
CUST0001159,0.384,Web,High
CUST0002606,0.492,Mobile,Low
CUST0002418,0.456,Web,Low
CUST0002011,0.666,Web,High
CUST0000126,0.081,Web,Medium
CUST0001423,0.957,Mobile,Low
CUST0000725,0.103,Mixed,High
CUST0000087,0.338,Mixed,High
CUST0002289,0.009,Mobile,Medium
CUST0001274,0.816,Web,Low
CUST0002758,0.113,Mixed,High
CUST0002070,0.278,Web,Medium
CUST0000028,0.452,Mixed,High
CUST0001462,0.844,Mobile,High
CUST0000019,0.767,Mixed,High
CUST0001137,0.15,Mobile,Low
CUST0001927,0.447,Web,Low
CUST0000207,0.333,Web,Low
CUST0000928,0.948,Mobile,Low
CUST0000662,0.856,Mixed,Medium
CUST0000302,0.15,Web,High
CUST0002901,0.43,Mobile,High
CUST0002771,0.445,Mobile,High
CUST0002559,0.961,Mixed,High
CUST0000653,0.795,Mixed,Low
CUST0002326,0.809,Mobile,Low
CUST0002186,0.368,Mixed,High
CUST0000366,0.696,Mobile,Low
CUST0002553,0.32,Web,Low
CUST0002328,0.825,Mobile,Low
CUST0000446,0.96,Mixed,Low
CUST0002045,0.61,Mixed,High
CUST0001096,0.529,Mixed,Medium
CUST0000456,0.872,Mixed,High
CUST0002161,0.905,Mobile,Medium
CUST0000433,0.09,Mobile,High
CUST0000231,0.697,Mobile,Medium
CUST0002610,0.628,Mobile,Low
CUST0002963,0.21,Mixed,Low
CUST0002282,0.125,Web,High
CUST0002002,0.285,Web,Medium
CUST0002618,0.169,Mixed,Medium
CUST0002789,0.243,Web,High
CUST0001888,0.918,Mobile,Low
CUST0000072,0.916,Web,Low
CUST0002912,0.254,Mobile,Medium
CUST0002956,0.202,Mobile,Medium
CUST0001110,0.455,Mobile,Medium
CUST0001197,0.664,Mixed,Low
CUST0000026,0.138,Mobile,High
CUST0002641,0.817,Mixed,Medium
CUST0000874,0.074,Mixed,Medium
CUST0002018,0.113,Web,High
CUST0001439,0.636,Web,Low
CUST0002130,0.204,Web,Medium
CUST0002900,0.229,Mixed,Low
CUST0002420,0.876,Mixed,Medium
CUST0000917,0.364,Mobile,High
CUST0001578,0.921,Mixed,High
CUST0002366,0.109,Mobile,Medium
CUST0000747,0.932,Web,High
CUST0000030,0.915,Mixed,High
CUST0000061,0.54,Mobile,Medium
CUST0001828,0.758,Mobile,Medium
CUST0000567,0.437,Mixed,Low
CUST0002308,0.766,Web,Low
CUST0002831,0.243,Mobile,Low
CUST0002672,0.903,Mixed,Low
CUST0001223,0.788,Mixed,High
CUST0000096,0.733,Mobile,Low
CUST0001849,0.805,Mobile,Medium
CUST0002367,0.345,Mobile,Medium
CUST0000845,0.19,Mixed,Low
CUST0001344,0.355,Mixed,Medium
CUST0001169,0.039,Mixed,Low
CUST0002869,0.27,Web,Medium
CUST0002790,0.607,Web,Medium
CUST0000070,0.847,Mixed,High
CUST0002555,0.93,Mobile,High
CUST0001074,0.722,Mixed,Low
CUST0002884,0.892,Mixed,High
CUST0001096,0.291,Web,High
CUST0002806,0.678,Mixed,High
CUST0001950,0.977,Mobile,Low
CUST0001495,0.611,Web,Low
CUST0001432,0.428,Mixed,Medium
CUST0000520,0.263,Web,High
CUST0000441,0.315,Mobile,Medium
CUST0001817,0.202,Mobile,Medium
CUST0001954,0.703,Mixed,Medium
CUST0002329,0.724,Mixed,Low
CUST0001097,0.78,Web,Low
CUST0002017,0.467,Mobile,High
CUST0001222,0.138,Mixed,Medium
CUST0001414,0.422,Mobile,Medium
CUST0001490,0.749,Mixed,Low
CUST0002027,0.856,Mixed,High
CUST0001127,0.081,Mobile,Medium
CUST0002266,0.244,Mixed,High
CUST0001828,0.962,Mixed,High
CUST0001060,0.432,Mixed,Medium
CUST0001227,0.071,Mixed,Low
CUST0000658,0.204,Mixed,Low
CUST0002063,0.828,Mixed,Low
CUST0000768,0.759,Mixed,High
CUST0002393,0.217,Mixed,Low
CUST0000272,0.102,Web,Low
CUST0002124,0.079,Mixed,Medium
CUST0000014,0.5,Mixed,High
CUST0001718,0.696,Web,High
CUST0000058,0.324,Web,High
CUST0002765,0.086,Mobile,High
CUST0001022,0.492,Mobile,High
CUST0001255,0.219,Mobile,Low
CUST0000484,0.181,Mobile,Medium
CUST0002729,0.775,Web,High
CUST0001757,0.604,Mobile,Low
CUST0000795,0.315,Mixed,Low
CUST0002253,0.461,Web,Medium
CUST0002110,0.224,Mixed,Low
CUST0000977,0.562,Mobile,High
CUST0002972,0.757,Mobile,Low
CUST0002452,0.428,Mixed,High
CUST0000055,0.384,Mobile,Medium
CUST0000307,0.252,Mobile,Medium
CUST0000629,0.323,Mobile,Medium
CUST0001093,0.36,Mobile,Low
CUST0001880,0.313,Mixed,Low
CUST0000201,0.09,Mobile,Low
CUST0000097,0.148,Web,Low
CUST0002466,0.996,Mixed,Medium
CUST0000750,0.363,Mixed,Medium
CUST0000411,0.805,Web,Medium
CUST0000613,0.717,Mobile,High
CUST0000609,0.564,Mixed,High
CUST0001392,0.45,Web,High
CUST0002342,0.665,Web,Low
CUST0002333,0.584,Web,High
CUST0000803,0.734,Mixed,Medium
CUST0001300,0.994,Web,Low
CUST0001683,0.315,Web,Low
CUST0002329,0.334,Web,High
CUST0000605,0.689,Mixed,Low
CUST0001306,0.845,Web,Low
CUST0002926,0.19,Mixed,High
CUST0001971,0.855,Mixed,Medium
CUST0000194,0.896,Web,Medium
CUST0002749,0.395,Mobile,Medium
CUST0000911,0.267,Mixed,High
CUST0002605,0.401,Web,Low
CUST0001798,0.187,Mixed,High
CUST0000698,0.059,Web,Low
CUST0001921,0.797,Web,Medium
CUST0000043,0.57,Mobile,Medium
CUST0001808,0.494,Mixed,High
CUST0000014,0.214,Mixed,Medium
CUST0000019,0.552,Mixed,High
CUST0000051,0.402,Mixed,Medium
CUST0002352,0.506,Web,Medium
CUST0001676,0.091,Mixed,Medium
CUST0002758,0.923,Mobile,High
CUST0000291,0.764,Mixed,Medium
CUST0001222,0.741,Web,High
CUST0001542,0.582,Web,High
CUST0000355,0.228,Web,Low
CUST0001260,0.104,Web,Medium
CUST0000267,0.361,Web,Low
CUST0001958,0.413,Mixed,Low
CUST0001562,0.761,Mixed,High
CUST0000924,0.148,Web,Medium
CUST0001608,0.817,Web,Low
CUST0000089,0.443,Mixed,Medium
CUST0001107,0.8,Web,Medium
CUST0002000,0.495,Web,High
CUST0001842,0.052,Mobile,High
CUST0001978,0.608,Mobile,Low
CUST0001562,0.427,Mobile,Low
CUST0001807,0.459,Mobile,High
CUST0002508,0.783,Web,Low
CUST0001304,0.223,Web,Low
CUST0002893,0.026,Web,Medium
CUST0002235,0.286,Web,Low
CUST0001849,0.155,Mobile,Low
CUST0001425,0.344,Mixed,Low
CUST0001997,0.208,Web,High
CUST0002539,0.097,Web,Medium
CUST0001665,0.828,Mixed,Low
CUST0000139,0.209,Mixed,High
CUST0000276,0.364,Mixed,Medium
CUST0001567,0.002,Mobile,High
CUST0000611,0.772,Web,High
CUST0000447,0.463,Mobile,Medium
CUST0000355,0.865,Mobile,Medium
CUST0002844,0.053,Mixed,High
CUST0000947,0.164,Mixed,High
CUST0001077,0.258,Mobile,Low
CUST0001140,0.888,Mixed,High
CUST0001001,0.354,Mixed,Medium
CUST0001324,0.187,Mixed,Medium
CUST0001232,0.801,Mobile,Medium
CUST0001777,0.302,Mobile,Medium
CUST0000109,0.35,Web,High
CUST0001804,0.655,Mixed,High
CUST0002204,0.384,Mobile,Medium
CUST0001013,0.016,Mixed,Medium
CUST0001999,0.989,Web,Medium
CUST0000584,0.239,Web,Low
CUST0001759,0.244,Web,High
CUST0002809,0.134,Web,Medium
CUST0001134,0.158,Web,High
CUST0000030,0.502,Mixed,Low
CUST0001443,0.94,Web,High
CUST0000358,0.697,Mobile,Low
CUST0000597,0.658,Mixed,High
CUST0001405,0.361,Mixed,Low
CUST0002896,0.813,Web,High
CUST0000776,0.473,Web,Low
CUST0000731,0.458,Mixed,Medium
CUST0001152,0.995,Mobile,Medium
CUST0000289,0.609,Mixed,High
CUST0001100,0.868,Web,Low
CUST0000299,0.525,Web,Medium
CUST0001581,0.162,Mobile,High
CUST0000746,0.987,Mobile,Low
CUST0002519,0.656,Mobile,Low
CUST0002798,0.149,Web,Low
CUST0002542,0.74,Mobile,Low
CUST0000115,0.439,Mobile,High
CUST0000164,0.822,Web,Low
CUST0002841,0.277,Mixed,Low
CUST0002261,0.942,Mobile,Medium
CUST0000293,0.297,Mobile,Low
CUST0001145,0.997,Web,Low
CUST0000396,0.7,Web,Low
CUST0001952,0.971,Mobile,Low
CUST0001969,0.724,Web,High
CUST0002470,0.754,Mobile,High
CUST0001592,0.121,Web,High
CUST0001985,0.015,Mixed,Medium
CUST0001405,0.086,Web,Low
CUST0002330,0.437,Mixed,High
CUST0002617,0.402,Web,High
CUST0000910,0.184,Web,Medium
CUST0000440,0.043,Web,Medium
CUST0002374,0.692,Mixed,Low
CUST0000297,0.198,Mixed,Low
CUST0002099,0.979,Mobile,Low
CUST0002516,0.103,Web,High
CUST0001475,0.364,Mobile,Medium
CUST0000501,0.479,Mixed,High
CUST0002923,0.218,Mobile,Low
CUST0000524,0.503,Mobile,High
CUST0000097,0.124,Web,Medium
CUST0002993,0.002,Web,High
CUST0002034,0.698,Mixed,Low
CUST0001645,0.835,Mobile,Low
CUST0002817,0.575,Mixed,Low
CUST0002707,0.229,Web,Low
CUST0001730,0.395,Mixed,Medium
CUST0000442,0.626,Web,Medium
CUST0000343,0.033,Mixed,Low
CUST0002632,0.094,Web,Medium
CUST0000126,0.958,Web,Low
CUST0001284,0.679,Mixed,High
CUST0000904,0.697,Mixed,High
CUST0000539,0.103,Web,High
CUST0001562,0.233,Mixed,Medium
CUST0002401,0.391,Mobile,Low
CUST0002859,0.205,Mobile,High
CUST0002925,0.809,Mobile,Medium
CUST0002032,0.606,Mixed,Medium
CUST0002088,0.197,Web,Medium
CUST0002499,0.771,Mixed,Medium
CUST0002761,0.541,Mobile,Low
CUST0000202,0.208,Mixed,Medium
CUST0002589,0.843,Web,Medium
CUST0001271,0.21,Mobile,Low
CUST0002430,0.691,Mixed,Low
CUST0001962,0.4,Web,High
CUST0000242,0.749,Web,Low
CUST0002295,0.423,Mixed,Medium
CUST0000963,0.287,Mixed,High
CUST0001854,0.961,Web,Low
CUST0001435,0.759,Web,Low
CUST0000096,0.828,Mobile,High
CUST0000106,0.313,Web,Low
CUST0000221,0.348,Mixed,High
CUST0001199,0.173,Mobile,Medium
CUST0002525,0.447,Mixed,Low
CUST0001562,0.997,Mobile,Medium
CUST0002953,0.589,Mixed,High
CUST0001627,0.724,Mobile,Low
CUST0001403,0.737,Mobile,Low
CUST0000396,0.203,Mixed,Medium
CUST0000528,0.056,Web,High
CUST0002863,0.122,Mobile,Low
CUST0002611,0.72,Mixed,Medium
CUST0000487,0.456,Mobile,Medium
CUST0001646,0.905,Mobile,Low
CUST0002114,0.367,Mobile,Low
CUST0001598,0.103,Mixed,High
CUST0000071,0.968,Web,Low
CUST0002952,0.401,Mobile,High
CUST0002566,0.848,Web,High
CUST0002680,0.046,Mobile,High
CUST0001023,0.359,Mixed,High
CUST0002619,0.594,Mobile,Low
CUST0001811,0.524,Mobile,Low
CUST0001615,0.728,Mobile,High
CUST0001976,0.883,Mobile,High
CUST0002285,0.759,Mixed,Low
CUST0002014,0.31,Mobile,High
CUST0001162,0.969,Mixed,Low
CUST0002221,0.919,Mobile,Low
CUST0000863,0.63,Mixed,Low
CUST0002753,0.51,Mobile,Medium
CUST0002226,0.516,Mobile,Low
CUST0002464,0.735,Mobile,High
CUST0000957,0.483,Mixed,Medium
CUST0002192,0.986,Web,High
CUST0000450,0.71,Mixed,Low
CUST0002878,0.238,Mobile,Medium
CUST0000746,0.658,Web,Medium
CUST0002370,0.484,Mixed,High
CUST0000963,0.16,Mixed,High
CUST0000772,0.519,Mobile,Low
CUST0002025,0.859,Mobile,Medium
CUST0001579,0.025,Mixed,Low
CUST0002194,0.851,Mobile,Medium
CUST0002222,0.685,Web,Medium
CUST0002806,0.726,Mobile,High
CUST0000814,0.893,Web,High
CUST0001749,0.944,Web,Medium
CUST0001941,0.295,Mobile,Medium
CUST0001639,0.919,Mixed,Medium
CUST0002752,0.217,Web,Low
CUST0001577,0.144,Mobile,Medium
CUST0000401,0.555,Web,High
CUST0001909,0.928,Mixed,Medium
CUST0001737,0.054,Mixed,High
CUST0002123,0.528,Mixed,Low
CUST0000462,0.679,Web,Low
CUST0002680,0.745,Web,Low
CUST0001574,0.504,Web,Low
CUST0002822,0.575,Mixed,Medium
CUST0001722,0.454,Mobile,High
CUST0001979,0.723,Web,High
CUST0002497,0.379,Mobile,Low
CUST0000525,0.28,Web,High
CUST0001691,0.263,Mobile,Low
CUST0000921,0.653,Web,High
CUST0002744,0.925,Mobile,Low
CUST0000068,0.274,Mobile,High
CUST0000699,0.25,Mixed,Medium
CUST0002287,0.716,Mixed,Medium
CUST0002811,0.009,Web,Medium
CUST0002143,0.834,Mobile,Medium
CUST0000977,0.379,Mixed,Low
CUST0000003,0.902,Mobile,High
CUST0000569,0.709,Mobile,High
CUST0001926,0.793,Mixed,Medium
CUST0001349,0.171,Mixed,Medium
CUST0002847,0.364,Web,Medium
CUST0000003,0.281,Web,High
CUST0001036,0.715,Mobile,Low
CUST0002908,0.023,Mixed,Medium
CUST0001484,0.619,Mobile,Medium
CUST0002666,0.868,Mobile,High
CUST0000787,0.044,Mobile,Low
CUST0000917,0.291,Web,Medium
CUST0001233,0.208,Mixed,Low
CUST0002062,0.998,Mobile,Medium
CUST0001779,0.986,Mixed,High
CUST0000331,0.124,Mobile,Low
CUST0000541,0.195,Web,High
CUST0001906,0.023,Mixed,Medium
CUST0000263,0.566,Mobile,High
CUST0002097,0.686,Mobile,Medium
CUST0001729,0.655,Mixed,Medium
CUST0000489,0.26,Mobile,Medium
CUST0000398,0.203,Mixed,Medium
CUST0002832,0.056,Mixed,High
CUST0001680,0.633,Web,Medium
CUST0001877,0.246,Mixed,Medium
CUST0000909,0.089,Mixed,Medium
CUST0002386,0.355,Mixed,High
CUST0001437,0.148,Mobile,High
CUST0000469,0.506,Mixed,Medium
CUST0000841,0.149,Web,Medium
CUST0000991,0.989,Mixed,Medium
CUST0000061,0.336,Mobile,Medium
CUST0000933,0.475,Web,High
CUST0002833,0.597,Mixed,Low
CUST0001624,0.851,Mobile,Low
CUST0001455,0.948,Mixed,High
CUST0000800,0.367,Mixed,Low
CUST0000886,0.424,Web,High
CUST0000638,0.151,Mixed,Low
CUST0002631,0.19,Mixed,High
CUST0000909,0.722,Web,Low
CUST0001698,0.435,Mobile,Low
CUST0000299,0.842,Mixed,High
CUST0002781,0.529,Mixed,Medium
CUST0000325,0.283,Mixed,Low
CUST0001700,0.679,Web,Low
CUST0001615,0.473,Mixed,Low
CUST0001860,0.89,Mobile,Medium
CUST0000999,0.372,Web,Low
CUST0002431,0.255,Mixed,High
CUST0001253,0.439,Web,Low
CUST0001837,0.849,Web,Low
CUST0000358,0.824,Mixed,Low
CUST0001752,0.893,Mobile,Low
CUST0002388,0.85,Mixed,Low
CUST0000944,0.33,Web,Medium
CUST0000041,0.592,Mixed,Low
CUST0000934,0.795,Web,Medium
CUST0002408,0.839,Mixed,Low
CUST0001227,0.402,Mixed,Medium
CUST0001291,0.514,Mixed,Low
CUST0002832,0.291,Mobile,Low
CUST0000065,0.698,Mobile,High
CUST0001505,0.672,Mobile,Low
CUST0000711,0.59,Mobile,High
CUST0000839,0.627,Mixed,Medium
CUST0000513,0.899,Mobile,Low
CUST0002503,0.82,Mixed,High
CUST0002642,0.125,Web,Medium
CUST0000245,0.643,Web,Medium
CUST0002597,0.162,Mobile,High
CUST0001422,0.148,Mobile,Low
CUST0002292,0.449,Mixed,High
CUST0001871,0.486,Mixed,High
CUST0001817,0.104,Web,Medium
CUST0001874,0.512,Mixed,High
CUST0002692,0.176,Mobile,Medium
CUST0002074,0.551,Mobile,High
CUST0000655,0.832,Mixed,High
CUST0002213,0.086,Web,Low
