claim_id,policy_id,claim_amount,claim_date,claim_type,fraud_flag,settlement_amount
CLM0002268,POL0000034,66808.71,2022-03-01,Accident,0,10558.79
CLM0002269,POL0000296,79202.54,2024-12-19,Natural Disaster,0,17181.8
CLM0002270,POL0002501,41546.3,2019-07-13,Accident,1,37935.06
CLM0002271,POL0001430,50286.99,2020-11-11,Fire,0,77774.97
CLM0002272,POL0001151,5176.14,2024-05-08,Accident,0,21880.75
CLM0002273,POL0002190,28424.32,2019-07-04,Accident,1,15537.87
CLM0002274,POL0001988,37117.23,2023-03-05,Fire,0,17888.47
CLM0002275,POL0000648,62734.29,2018-06-03,Medical,0,56738.69
CLM0002276,POL0002176,46689.02,2018-07-24,Natural Disaster,0,73200.33
CLM0002277,POL0002883,60979.91,2024-08-30,Theft,0,6291.18
CLM0002278,POL0001710,71476.07,2019-07-20,Medical,0,60018.3
CLM0002279,POL0002973,4750.51,2023-10-29,Natural Disaster,1,39720.15
CLM0002280,POL0002778,26198.64,2020-09-08,Accident,0,66067.68
CLM0002281,POL0001548,17504.94,2018-04-30,Medical,0,33893.97
CLM0002282,POL0000463,19151.78,2022-02-23,Accident,0,715.74
CLM0002283,POL0002612,50560.98,2024-10-28,Medical,0,54718.87
CLM0002284,POL0001210,74127.89,2024-08-24,Medical,0,64695.32
CLM0002285,POL0000514,27641.31,2019-02-26,Theft,0,72191.08
CLM0002286,POL0000001,82532.7,2019-12-23,Fire,1,45653.39
CLM0002287,POL0001263,89299.42,2023-07-12,Medical,1,10027.27
CLM0002288,POL0001079,35378.12,2020-05-16,Accident,0,29775.82
CLM0002289,POL0001472,68294.98,2021-06-30,Theft,0,62804.74
CLM0002290,POL0000338,12146.4,2023-01-10,Medical,0,39704.71
CLM0002291,POL0002956,74530.81,2019-05-30,Fire,0,56029.79
CLM0002292,POL0002866,16919.88,2018-12-30,Accident,0,673.77
CLM0002293,POL0001128,68897.87,2018-11-30,Theft,0,6118.29
CLM0002294,POL0002393,42479.05,2019-03-12,Natural Disaster,0,54588.74
CLM0002295,POL0000977,92881.4,2019-02-01,Fire,0,23429.09
CLM0002296,POL0000883,46713.83,2024-02-17,Natural Disaster,0,31238.48
CLM0002297,POL0002246,3574.83,2024-04-17,Natural Disaster,0,51477.99
CLM0002298,POL0001038,48326.57,2024-09-11,Theft,0,9227.56
CLM0002299,POL0001704,79652.13,2024-10-26,Theft,0,66666.86
CLM0002300,POL0000872,64884.89,2021-04-18,Theft,0,11811.41
CLM0002301,POL0002590,96648.36,2018-02-10,Natural Disaster,0,58742.62
CLM0002302,POL0000457,84405.61,2023-08-11,Accident,0,23632.28
CLM0002303,POL0001550,52891.89,2020-01-27,Theft,0,21019.69
CLM0002304,POL0002798,21048.8,2023-01-15,Fire,0,65754.8
CLM0002305,POL0000366,875.58,2022-09-26,Theft,0,44310.48
CLM0002306,POL0002449,98059.99,2022-09-26,Theft,0,16678.17
CLM0002307,POL0002622,93862.81,2024-10-27,Theft,0,502.94
CLM0002308,POL0002530,27777.33,2021-09-18,Natural Disaster,0,77850.88
CLM0002309,POL0002158,64002.47,2021-07-21,Accident,0,34681.48
CLM0002310,POL0002454,73059.34,2019-11-25,Theft,0,31974.6
CLM0002311,POL0002357,58012.34,2023-01-08,Natural Disaster,0,4310.07
CLM0002312,POL0000160,84374.69,2021-07-05,Fire,0,71583.96
CLM0002313,POL0000844,8243.55,2021-04-10,Accident,0,11504.84
CLM0002314,POL0002103,89701.16,2024-03-11,Natural Disaster,0,27035.82
CLM0002315,POL0002809,39505.89,2018-05-20,Medical,0,33861.98
CLM0002316,POL0002000,48328.66,2023-09-09,Fire,0,64865.43
CLM0002317,POL0002304,44751.0,2019-06-13,Fire,1,28949.49
CLM0002318,POL0002582,53362.98,2024-12-16,Medical,0,42657.56
CLM0002319,POL0002470,60017.76,2018-10-30,Natural Disaster,0,34469.9
CLM0002320,POL0002994,71179.17,2019-10-19,Natural Disaster,0,25154.02
CLM0002321,POL0001639,52731.56,2020-01-18,Fire,0,75720.36
CLM0002322,POL0002861,68634.94,2020-02-06,Natural Disaster,1,63811.08
CLM0002323,POL0002935,34160.6,2020-03-21,Medical,0,14195.93
CLM0002324,POL0002312,93699.75,2023-04-21,Natural Disaster,0,44510.09
CLM0002325,POL0002796,6920.84,2019-11-05,Fire,0,63785.84
CLM0002326,POL0002881,54781.29,2023-09-15,Natural Disaster,0,46509.26
CLM0002327,POL0000233,9195.92,2018-03-26,Accident,0,39654.21
CLM0002328,POL0002728,44555.32,2019-08-19,Medical,0,6043.13
CLM0002329,POL0000233,26129.44,2020-06-28,Medical,0,8753.52
CLM0002330,POL0000558,93721.89,2018-12-13,Theft,0,19845.59
CLM0002331,POL0002961,1801.0,2019-12-30,Natural Disaster,0,41217.72
CLM0002332,POL0002729,39424.76,2019-04-28,Medical,0,78987.55
CLM0002333,POL0001950,78313.25,2022-11-20,Natural Disaster,0,64240.62
CLM0002334,POL0001460,19251.91,2023-10-07,Accident,0,9071.06
CLM0002335,POL0000335,81651.03,2021-05-18,Fire,0,57465.57
CLM0002336,POL0002452,86042.65,2021-02-21,Fire,0,64894.57
CLM0002337,POL0000256,70946.3,2018-10-14,Theft,0,33316.78
CLM0002338,POL0001090,21302.38,2021-03-16,Theft,0,26612.77
CLM0002339,POL0002989,27567.85,2019-10-27,Medical,0,46893.82
CLM0002340,POL0000772,17110.01,2021-11-06,Medical,0,41676.54
CLM0002341,POL0000946,18814.34,2022-11-15,Medical,1,21437.52
CLM0002342,POL0001112,4130.98,2022-10-10,Accident,0,31971.01
CLM0002343,POL0000311,85802.85,2023-08-21,Theft,0,43691.67
CLM0002344,POL0001595,53085.98,2018-08-27,Theft,0,46519.97
CLM0002345,POL0002730,33112.04,2024-06-20,Fire,0,42680.44
CLM0002346,POL0001282,29312.91,2021-01-10,Theft,0,67734.77
CLM0002347,POL0001582,54697.28,2018-12-05,Theft,0,2830.08
CLM0002348,POL0002177,33005.14,2024-06-06,Accident,0,26838.8
CLM0002349,POL0002829,86439.94,2024-12-29,Medical,0,60061.74
CLM0002350,POL0002374,21490.26,2023-12-02,Accident,1,52247.07
CLM0002351,POL0000790,88289.03,2023-06-08,Natural Disaster,0,73485.85
CLM0002352,POL0002065,66577.2,2020-10-18,Fire,0,47165.28
CLM0002353,POL0002747,95684.61,2020-12-18,Fire,0,51160.63
CLM0002354,POL0000342,2003.17,2019-09-18,Fire,0,56484.29
CLM0002355,POL0001003,6380.01,2019-11-17,Medical,1,15140.19
CLM0002356,POL0000838,50339.01,2019-02-09,Medical,0,60333.55
CLM0002357,POL0000628,91281.69,2019-09-10,Medical,0,24201.2
CLM0002358,POL0002819,73214.1,2024-10-06,Fire,0,34132.74
CLM0002359,POL0002926,62402.53,2019-08-13,Fire,0,1416.32
CLM0002360,POL0001273,3644.41,2020-03-14,Fire,1,67532.2
CLM0002361,POL0000710,35739.3,2023-12-25,Natural Disaster,0,76293.38
CLM0002362,POL0002897,34912.36,2022-05-31,Natural Disaster,0,5097.22
CLM0002363,POL0000739,54437.53,2021-01-28,Fire,0,50925.45
CLM0002364,POL0002225,26153.86,2019-07-17,Medical,0,76874.06
CLM0002365,POL0001779,27081.99,2019-04-28,Medical,0,48669.99
CLM0002366,POL0000946,62275.65,2021-03-15,Natural Disaster,0,63896.69
CLM0002367,POL0002405,94484.47,2024-07-01,Natural Disaster,1,9714.86
CLM0002368,POL0000495,66187.82,2024-04-13,Fire,0,19814.53
CLM0002369,POL0000035,66978.95,2022-08-16,Fire,0,27855.07
CLM0002370,POL0001431,98628.37,2019-05-14,Medical,0,78498.98
CLM0002371,POL0001992,15771.08,2023-12-22,Theft,0,62607.7
CLM0002372,POL0000818,3866.56,2020-08-21,Medical,0,70887.33
CLM0002373,POL0000010,74678.64,2024-02-23,Medical,1,39119.99
CLM0002374,POL0000986,44159.35,2019-08-30,Fire,0,57429.39
CLM0002375,POL0001738,43167.92,2019-08-21,Theft,0,58605.73
CLM0002376,POL0002579,22917.69,2020-06-07,Theft,0,45643.17
CLM0002377,POL0001559,50932.87,2019-09-28,Fire,0,70274.14
CLM0002378,POL0002143,44496.15,2020-03-21,Accident,0,12912.62
CLM0002379,POL0002624,34872.28,2021-03-27,Fire,1,4884.32
CLM0002380,POL0000450,44553.14,2023-09-16,Natural Disaster,0,24533.3
CLM0002381,POL0001244,38691.56,2024-08-05,Theft,0,7335.26
CLM0002382,POL0002144,94019.69,2023-06-02,Fire,0,5107.2
CLM0002383,POL0000865,98035.04,2023-05-03,Medical,0,33701.46
CLM0002384,POL0001801,84070.14,2019-04-30,Medical,0,16280.3
CLM0002385,POL0002717,99046.2,2022-09-23,Medical,0,63274.76
CLM0002386,POL0000207,26939.08,2019-09-14,Fire,0,46508.82
CLM0002387,POL0001810,84371.05,2021-12-27,Accident,0,29039.25
CLM0002388,POL0000850,40959.59,2019-03-27,Natural Disaster,0,23137.57
CLM0002389,POL0000246,74740.57,2024-07-13,Medical,0,45182.11
CLM0002390,POL0001735,20538.57,2018-08-31,Fire,0,34889.97
CLM0002391,POL0001998,81289.63,2020-07-26,Accident,0,4742.09
CLM0002392,POL0002932,8804.71,2024-08-01,Theft,1,53315.69
CLM0002393,POL0002131,27420.49,2021-03-28,Theft,1,40130.68
CLM0002394,POL0000317,82284.29,2022-10-10,Natural Disaster,0,22368.9
CLM0002395,POL0002693,74842.34,2018-08-12,Fire,0,23446.08
CLM0002396,POL0002418,50374.05,2019-05-07,Fire,0,36386.93
CLM0002397,POL0002797,67442.88,2019-04-26,Medical,0,66259.12
CLM0002398,POL0001720,18964.62,2024-08-29,Accident,0,34017.13
CLM0002399,POL0002678,66942.48,2018-10-02,Natural Disaster,0,67214.59
CLM0002400,POL0002228,1293.63,2024-08-28,Accident,0,34161.6
CLM0002401,POL0001807,83404.98,2019-08-15,Natural Disaster,0,66444.08
CLM0002402,POL0002650,51870.62,2021-04-05,Fire,1,74542.94
CLM0002403,POL0000600,94415.91,2020-12-14,Fire,0,1939.74
CLM0002404,POL0001107,48077.34,2022-02-17,Natural Disaster,0,5261.36
CLM0002405,POL0001556,43592.18,2018-01-25,Accident,0,10981.34
CLM0002406,POL0000841,45280.25,2021-11-29,Theft,1,10033.0
CLM0002407,POL0000348,36293.0,2021-06-27,Theft,1,36521.89
CLM0002408,POL0001296,17084.17,2022-04-11,Medical,0,61193.52
CLM0002409,POL0000331,84285.24,2018-02-20,Medical,0,76917.87
CLM0002410,POL0000610,39214.0,2023-01-02,Accident,0,33597.13
CLM0002411,POL0001945,53146.29,2019-01-20,Fire,0,55171.95
CLM0002412,POL0000744,2478.75,2022-09-03,Accident,0,50949.9
CLM0002413,POL0000569,6495.26,2020-08-29,Natural Disaster,0,31636.73
CLM0002414,POL0001685,59919.73,2024-01-13,Theft,0,57773.54
CLM0002415,POL0002437,87983.19,2019-07-17,Medical,0,47478.5
CLM0002416,POL0000971,49592.88,2024-07-28,Accident,0,60867.18
CLM0002417,POL0000747,16914.97,2018-01-22,Accident,0,15733.8
CLM0002418,POL0002185,12054.67,2019-12-20,Natural Disaster,0,29013.63
CLM0002419,POL0001765,90028.91,2023-10-25,Fire,0,53796.39
CLM0002420,POL0001385,70312.97,2022-01-02,Fire,0,10246.84
CLM0002421,POL0002330,96636.46,2024-11-16,Theft,0,61700.69
CLM0002422,POL0001226,8693.69,2024-12-16,Medical,0,10935.15
CLM0002423,POL0001019,90309.98,2022-12-16,Fire,0,26159.0
CLM0002424,POL0002792,84640.42,2022-05-10,Fire,0,19231.04
CLM0002425,POL0002579,89371.93,2018-11-27,Fire,0,5160.55
CLM0002426,POL0000016,1073.41,2021-10-04,Accident,0,21871.35
CLM0002427,POL0000568,74319.4,2018-09-03,Fire,0,72947.44
CLM0002428,POL0002025,55119.34,2019-04-10,Natural Disaster,1,2446.21
CLM0002429,POL0001614,57531.35,2018-03-01,Theft,1,1641.27
CLM0002430,POL0002078,47185.6,2024-04-08,Fire,1,56430.07
CLM0002431,POL0001543,74396.35,2019-07-03,Medical,0,29539.53
CLM0002432,POL0001932,99984.01,2023-06-05,Accident,0,18610.36
CLM0002433,POL0002712,71198.57,2022-01-14,Natural Disaster,0,40857.11
CLM0002434,POL0002923,67966.02,2020-08-16,Theft,0,21554.04
CLM0002435,POL0002070,65616.55,2019-06-05,Accident,0,31543.83
CLM0002436,POL0001455,69673.56,2021-04-04,Natural Disaster,0,57312.31
CLM0002437,POL0001703,34540.19,2020-05-03,Accident,0,9617.49
CLM0002438,POL0002708,32361.86,2021-02-09,Theft,0,76784.6
CLM0002439,POL0001434,78541.63,2019-01-22,Theft,0,3689.54
CLM0002440,POL0000325,5782.26,2024-11-17,Fire,0,64581.03
CLM0002441,POL0001322,76045.15,2020-10-20,Medical,0,58049.92
CLM0002442,POL0002229,81477.24,2020-07-21,Fire,0,22782.54
CLM0002443,POL0000122,52399.0,2019-05-15,Accident,1,9730.33
CLM0002444,POL0002172,91059.74,2019-09-19,Fire,0,68234.28
CLM0002445,POL0001477,47572.2,2023-09-06,Theft,0,54465.05
CLM0002446,POL0000266,18219.62,2021-12-11,Theft,0,23483.23
CLM0002447,POL0000028,36459.17,2020-02-07,Theft,0,1649.25
CLM0002448,POL0001283,90633.82,2021-04-18,Fire,0,75097.68
CLM0002449,POL0002125,99376.96,2022-04-02,Natural Disaster,1,32518.98
CLM0002450,POL0000432,42474.47,2022-08-22,Fire,0,14348.47
CLM0002451,POL0000879,17101.23,2019-02-11,Fire,0,72973.17
CLM0002452,POL0002942,28989.76,2022-08-16,Fire,0,28913.95
CLM0002453,POL0001059,55552.99,2022-02-27,Fire,0,37221.16
CLM0002454,POL0000436,57423.54,2024-09-08,Theft,0,55979.91
CLM0002455,POL0001086,63190.91,2018-11-16,Medical,0,65607.68
CLM0002456,POL0002100,83617.66,2019-12-13,Fire,0,8284.17
CLM0002457,POL0002164,71265.81,2018-01-24,Fire,0,71924.31
CLM0002458,POL0002095,26453.6,2020-01-11,Medical,0,74623.42
CLM0002459,POL0002486,39806.88,2024-03-04,Fire,0,20963.8
CLM0002460,POL0000101,84061.75,2024-02-25,Medical,0,39941.82
CLM0002461,POL0001303,63521.58,2020-10-02,Theft,0,68672.66
CLM0002462,POL0002155,17058.6,2023-04-23,Natural Disaster,0,39141.66
CLM0002463,POL0000983,32891.11,2023-08-07,Fire,0,38713.37
CLM0002464,POL0002407,79213.55,2022-10-08,Natural Disaster,0,49596.3
CLM0002465,POL0000887,17623.37,2023-03-03,Fire,0,61464.91
CLM0002466,POL0000800,69259.54,2021-07-16,Accident,0,53349.71
CLM0002467,POL0001026,56571.89,2024-03-04,Accident,0,50237.36
CLM0002468,POL0001516,15173.75,2020-11-29,Theft,0,29922.21
CLM0002469,POL0001904,69043.45,2018-08-10,Natural Disaster,0,50516.87
CLM0002470,POL0001914,14663.72,2023-06-07,Natural Disaster,0,8530.85
CLM0002471,POL0001296,40144.34,2019-02-03,Medical,0,32941.78
CLM0002472,POL0001168,31201.71,2023-06-25,Medical,0,15311.6
CLM0002473,POL0000435,69155.99,2019-04-13,Fire,0,43144.16
CLM0002474,POL0001475,78345.05,2021-08-25,Medical,0,21185.0
CLM0002475,POL0002652,17247.5,2024-09-23,Medical,0,40623.01
CLM0002476,POL0002614,81293.68,2021-02-23,Natural Disaster,0,62252.81
CLM0002477,POL0000916,1217.8,2020-02-06,Accident,0,34889.22
CLM0002478,POL0002276,53240.83,2018-05-27,Natural Disaster,0,17732.67
CLM0002479,POL0000545,51920.49,2024-04-10,Medical,0,18071.64
CLM0002480,POL0001238,62570.23,2022-11-15,Fire,0,72528.48
CLM0002481,POL0000648,24350.2,2018-10-31,Accident,0,62538.11
CLM0002482,POL0002296,1480.75,2024-06-21,Medical,0,3214.84
CLM0002483,POL0001432,45748.91,2022-08-24,Medical,0,75435.01
CLM0002484,POL0001077,7604.92,2018-11-01,Fire,0,9271.45
CLM0002485,POL0001600,89273.29,2024-03-06,Fire,0,52339.51
CLM0002486,POL0002362,17779.8,2018-04-10,Medical,0,44254.8
CLM0002487,POL0000037,42810.68,2018-10-15,Medical,0,4019.83
CLM0002488,POL0000724,43683.04,2019-10-08,Natural Disaster,0,23825.31
CLM0002489,POL0001548,55510.03,2023-05-02,Theft,0,62135.53
CLM0002490,POL0000980,78361.97,2020-11-12,Fire,0,24758.32
CLM0002491,POL0000084,47478.74,2024-10-15,Fire,0,38582.49
CLM0002492,POL0002948,3062.45,2023-04-16,Natural Disaster,0,55926.66
CLM0002493,POL0001118,77225.49,2023-03-20,Accident,0,6004.36
CLM0002494,POL0001366,8676.24,2019-05-02,Accident,0,66658.68
CLM0002495,POL0000719,64334.55,2020-10-11,Accident,0,3614.02
CLM0002496,POL0000550,80441.24,2024-05-03,Fire,0,21212.28
CLM0002497,POL0001372,28627.67,2020-12-25,Theft,0,61116.46
CLM0002498,POL0002763,45186.09,2024-12-17,Theft,0,72976.45
CLM0002499,POL0000587,1926.42,2019-03-28,Natural Disaster,0,60899.39
CLM0002500,POL0001865,80485.58,2018-04-27,Accident,0,18391.85
CLM0002501,POL0000152,70474.48,2021-07-28,Accident,0,78862.19
CLM0002502,POL0001062,23523.05,2021-07-08,Medical,0,33242.74
CLM0002503,POL0002213,39327.51,2018-02-13,Natural Disaster,0,30303.16
CLM0002504,POL0002986,69683.99,2018-03-05,Natural Disaster,0,69259.27
CLM0002505,POL0001568,36137.23,2019-07-29,Fire,0,5576.86
CLM0002506,POL0000212,16660.27,2021-06-21,Fire,0,44619.69
CLM0002507,POL0002574,52091.3,2022-10-03,Natural Disaster,0,77260.38
CLM0002508,POL0000742,72494.97,2018-12-22,Theft,0,8280.39
CLM0002509,POL0002180,32420.55,2023-01-22,Natural Disaster,1,43405.67
CLM0002510,POL0000096,12616.34,2018-12-06,Theft,0,10856.79
CLM0002511,POL0001527,83039.64,2021-12-30,Fire,0,71231.24
CLM0002512,POL0000522,25653.79,2021-11-02,Natural Disaster,0,47143.55
CLM0002513,POL0002422,51525.09,2020-05-05,Theft,0,18997.89
CLM0002514,POL0001040,69288.64,2020-09-07,Medical,0,24771.33
CLM0002515,POL0001703,32048.98,2020-08-21,Medical,1,41475.49
CLM0002516,POL0002656,65039.34,2018-05-13,Natural Disaster,0,58110.24
CLM0002517,POL0000018,46241.1,2019-07-01,Accident,0,39153.29
CLM0002518,POL0001720,57258.45,2020-04-23,Natural Disaster,0,15384.5
CLM0002519,POL0000978,59262.32,2018-01-18,Fire,0,56738.06
CLM0002520,POL0000879,82502.99,2023-11-17,Fire,0,9733.59
CLM0002521,POL0000594,65804.46,2023-08-09,Medical,0,64809.76
CLM0002522,POL0000643,26798.52,2019-06-29,Theft,0,31829.33
CLM0002523,POL0002177,6430.63,2021-01-05,Medical,0,52321.03
CLM0002524,POL0000801,697.56,2020-11-27,Theft,1,27772.6
CLM0002525,POL0000455,90489.53,2018-06-09,Natural Disaster,0,53625.16
CLM0002526,POL0001610,94239.95,2018-08-14,Accident,0,71168.2
CLM0002527,POL0000876,9864.09,2024-06-18,Fire,0,56201.92
CLM0002528,POL0002619,48961.84,2021-05-28,Natural Disaster,0,53811.3
CLM0002529,POL0001096,15583.72,2024-04-15,Medical,0,60665.64
CLM0002530,POL0001014,94900.53,2020-12-18,Natural Disaster,0,40166.9
CLM0002531,POL0001111,25059.84,2020-11-10,Accident,0,17857.33
CLM0002532,POL0002449,50413.89,2019-08-19,Theft,0,65297.11
CLM0002533,POL0000462,16979.21,2021-10-11,Accident,0,51984.02
CLM0002534,POL0002137,33609.73,2018-05-15,Medical,0,25311.52
CLM0002535,POL0002871,27047.23,2018-06-06,Accident,0,22286.85
CLM0002536,POL0002054,47804.89,2021-08-15,Fire,0,40144.34
CLM0002537,POL0000945,42268.31,2022-11-30,Accident,0,16822.26
CLM0002538,POL0000084,33414.38,2022-11-10,Natural Disaster,0,70295.63
CLM0002539,POL0001440,11034.82,2020-10-02,Theft,0,63149.29
CLM0002540,POL0002669,48706.46,2021-10-05,Fire,0,24872.7
CLM0002541,POL0001136,85095.7,2024-09-27,Fire,0,4237.46
CLM0002542,POL0002220,73157.22,2023-02-14,Fire,0,4433.89
CLM0002543,POL0000699,72197.2,2024-04-27,Medical,0,23980.44
CLM0002544,POL0001821,36926.13,2018-05-12,Medical,0,12056.34
CLM0002545,POL0002321,70987.7,2022-06-20,Natural Disaster,0,69904.58
CLM0002546,POL0000530,46820.38,2024-01-06,Theft,0,33836.39
CLM0002547,POL0000319,15452.47,2024-02-07,Accident,0,28037.71
CLM0002548,POL0001099,42195.45,2023-02-28,Natural Disaster,0,17666.56
CLM0002549,POL0002477,13707.49,2018-08-08,Medical,1,67343.72
CLM0002550,POL0002895,11891.04,2023-10-15,Natural Disaster,0,63459.62
CLM0002551,POL0000249,2794.4,2022-08-12,Theft,0,30930.82
CLM0002552,POL0000387,28644.0,2024-10-11,Natural Disaster,0,13797.82
CLM0002553,POL0001958,33422.04,2020-06-01,Fire,0,76173.46
CLM0002554,POL0001891,70094.65,2024-02-11,Accident,0,25474.04
CLM0002555,POL0000363,54031.48,2020-09-23,Medical,0,61756.01
CLM0002556,POL0002116,85915.75,2018-09-01,Medical,0,37205.05
CLM0002557,POL0002486,18058.83,2018-02-26,Theft,0,62597.18
CLM0002558,POL0001556,26962.69,2022-09-29,Theft,0,38684.26
CLM0002559,POL0001807,94137.07,2023-04-27,Theft,1,74067.12
CLM0002560,POL0000296,44682.5,2021-07-31,Medical,0,64093.74
CLM0002561,POL0002695,79010.57,2019-10-21,Fire,1,21045.04
CLM0002562,POL0001992,49470.68,2019-12-22,Accident,0,34601.11
CLM0002563,POL0002081,47373.02,2018-01-31,Theft,0,8317.01
CLM0002564,POL0001398,15237.57,2022-11-15,Medical,0,72306.66
CLM0002565,POL0000032,85194.36,2018-11-25,Fire,0,5822.92
CLM0002566,POL0000555,8296.35,2020-11-21,Theft,0,1753.86
CLM0002567,POL0000305,31370.98,2024-01-12,Theft,0,39865.72
CLM0002568,POL0000793,67510.07,2018-04-04,Accident,0,48369.39
CLM0002569,POL0001132,50972.13,2024-11-23,Accident,0,18090.19
CLM0002570,POL0000096,88197.14,2019-03-12,Natural Disaster,0,45772.76
CLM0002571,POL0001090,4410.15,2021-08-14,Theft,0,71676.28
CLM0002572,POL0002569,65116.05,2024-09-22,Natural Disaster,0,50201.38
CLM0002573,POL0000230,48007.81,2020-05-14,Medical,1,36622.54
CLM0002574,POL0002781,15854.03,2020-06-14,Accident,0,11810.99
CLM0002575,POL0000358,74453.56,2022-11-15,Fire,0,13764.66
CLM0002576,POL0000402,41425.03,2019-08-01,Theft,0,38903.07
CLM0002577,POL0000790,53392.4,2024-07-16,Theft,0,37210.77
CLM0002578,POL0000099,96742.97,2019-10-12,Natural Disaster,0,41934.38
CLM0002579,POL0000271,48879.89,2018-11-12,Accident,0,40778.87
CLM0002580,POL0001799,82425.6,2018-10-27,Natural Disaster,0,27499.93
CLM0002581,POL0000362,77072.96,2021-11-15,Theft,0,55760.33
CLM0002582,POL0001188,66444.08,2024-07-19,Accident,0,17213.23
CLM0002583,POL0002576,89732.81,2019-11-19,Theft,0,68230.61
CLM0002584,POL0000540,25534.36,2023-12-03,Accident,1,15793.37
CLM0002585,POL0001866,82166.74,2019-12-20,Theft,1,33446.23
CLM0002586,POL0002643,38089.86,2022-02-02,Fire,0,17096.25
CLM0002587,POL0000833,81342.84,2020-04-28,Natural Disaster,0,49590.69
CLM0002588,POL0002445,49631.97,2018-01-20,Accident,0,38367.73
CLM0002589,POL0001060,85842.07,2021-06-08,Natural Disaster,0,30132.82
CLM0002590,POL0002543,89536.93,2023-03-22,Accident,1,38168.14
CLM0002591,POL0000314,59965.57,2023-12-13,Accident,0,33872.86
CLM0002592,POL0002538,51008.88,2022-07-02,Accident,0,68456.69
CLM0002593,POL0001300,78436.37,2019-12-09,Theft,0,10204.04
CLM0002594,POL0000233,27065.13,2023-06-11,Medical,0,63516.56
CLM0002595,POL0001640,2027.19,2023-11-09,Theft,0,52529.77
CLM0002596,POL0001030,41005.91,2019-03-15,Medical,0,28061.13
CLM0002597,POL0002712,51023.53,2023-05-12,Theft,0,73552.43
CLM0002598,POL0000244,30077.64,2020-01-17,Medical,0,14402.57
CLM0002599,POL0002289,38644.51,2021-11-05,Accident,0,25029.98
CLM0002600,POL0002606,13739.29,2021-01-05,Accident,0,30174.83
CLM0002601,POL0002123,28090.35,2022-08-24,Medical,0,51929.36
CLM0002602,POL0002331,24389.49,2022-06-27,Medical,0,75728.98
CLM0002603,POL0001559,30448.19,2018-06-28,Natural Disaster,1,47597.79
CLM0002604,POL0000087,30255.88,2022-04-04,Accident,0,68547.6
CLM0002605,POL0000881,56117.35,2023-05-09,Theft,0,72426.37
CLM0002606,POL0002978,25434.4,2020-05-11,Natural Disaster,1,37477.16
CLM0002607,POL0001173,94125.65,2020-08-17,Medical,0,37953.0
CLM0002608,POL0000160,51371.85,2021-04-02,Theft,0,20224.82
CLM0002609,POL0002494,13332.12,2020-08-28,Fire,1,48246.45
CLM0002610,POL0002130,28320.82,2022-03-21,Fire,0,9866.22
CLM0002611,POL0002230,73110.87,2023-11-29,Fire,0,50856.0
CLM0002612,POL0002918,1859.07,2019-03-26,Theft,0,71463.9
CLM0002613,POL0001550,93812.89,2022-02-12,Medical,0,60934.62
CLM0002614,POL0000478,44795.1,2023-11-07,Theft,0,52040.31
CLM0002615,POL0002231,52347.36,2020-04-30,Natural Disaster,0,67120.8
CLM0002616,POL0001580,98847.02,2024-05-07,Natural Disaster,0,58466.27
CLM0002617,POL0002222,50588.61,2020-02-03,Fire,0,42514.06
CLM0002618,POL0002062,94800.53,2023-12-23,Medical,0,41828.83
CLM0002619,POL0001961,91565.5,2018-04-07,Natural Disaster,0,8828.15
CLM0002620,POL0002121,94160.9,2024-02-14,Accident,0,34922.86
CLM0002621,POL0002562,81331.12,2019-07-03,Accident,1,41939.22
CLM0002622,POL0001746,29991.61,2020-09-08,Fire,0,37752.39
CLM0002623,POL0000602,34965.06,2021-05-25,Fire,0,62148.31
CLM0002624,POL0002391,36815.91,2021-12-07,Fire,1,13128.67
CLM0002625,POL0001420,97928.49,2021-08-10,Natural Disaster,0,63653.44
CLM0002626,POL0001919,36395.17,2022-06-12,Medical,0,59410.52
CLM0002627,POL0000333,11314.59,2022-06-26,Fire,0,72095.54
CLM0002628,POL0000355,77943.73,2023-08-17,Theft,0,30064.36
CLM0002629,POL0000847,36923.3,2021-10-20,Fire,0,14370.51
CLM0002630,POL0000163,62283.12,2021-09-04,Natural Disaster,1,60762.7
CLM0002631,POL0000116,92473.86,2019-06-27,Medical,1,47197.94
CLM0002632,POL0001103,57762.8,2018-06-10,Fire,0,57085.64
CLM0002633,POL0001471,63951.17,2022-03-09,Accident,0,79740.22
CLM0002634,POL0001907,64464.83,2024-09-17,Fire,0,15804.82
CLM0002635,POL0001047,61433.72,2021-10-02,Fire,0,33060.81
CLM0002636,POL0002839,16397.05,2021-03-05,Medical,1,15657.93
CLM0002637,POL0000543,45913.33,2019-05-31,Theft,0,68891.67
CLM0002638,POL0000414,1262.57,2023-11-06,Fire,0,1653.39
CLM0002639,POL0000682,62813.35,2022-08-29,Fire,0,11077.28
CLM0002640,POL0000642,57748.15,2021-03-09,Natural Disaster,0,20055.26
CLM0002641,POL0001433,32154.65,2024-08-31,Medical,0,61774.46
CLM0002642,POL0000669,52627.6,2020-04-04,Natural Disaster,0,50387.8
CLM0002643,POL0002070,49559.25,2020-09-24,Fire,0,31272.4
CLM0002644,POL0000969,25466.06,2024-08-31,Fire,0,12948.41
CLM0002645,POL0001705,29682.11,2021-04-16,Accident,0,25932.21
CLM0002646,POL0001181,76372.83,2023-10-09,Natural Disaster,0,59550.59
