policy_id,customer_id,policy_type,premium_amount,coverage_amount,start_date,end_date,underwriting_score
POL0002366,CUST0002196,Health,497.46,312367.5,2019-10-07,2020-09-18,0.551
POL0002367,CUST0002403,Life,2447.79,281210.07,2018-07-28,2020-04-02,0.364
POL0002368,CUST0000703,Property,4172.82,53343.31,2024-09-12,2025-04-09,0.444
POL0002369,CUST0000613,Health,2365.83,367456.87,2024-05-12,2027-01-10,0.588
POL0002370,CUST0000105,Life,915.63,305004.28,2018-05-27,2020-07-11,0.827
POL0002371,CUST0001498,Property,4928.16,334123.62,2021-09-29,2023-03-19,0.466
POL0002372,CUST0000396,Property,4468.57,450417.44,2023-09-01,2025-07-02,0.89
POL0002373,CUST0002654,Life,3902.31,394140.79,2023-07-12,2025-10-01,0.574
POL0002374,CUST0002011,Property,2175.26,392648.47,2019-07-03,2022-03-07,0.228
POL0002375,CUST0000851,Auto,1082.46,464320.05,2023-02-16,2024-04-18,0.252
POL0002376,CUST0001989,Health,4718.77,495068.13,2022-12-03,2025-04-26,0.673
POL0002377,CUST0000442,Auto,2755.29,294828.54,2020-07-24,2021-09-29,0.14
POL0002378,CUST0001669,Life,4291.31,63351.99,2019-01-20,2021-09-10,0.484
POL0002379,CUST0000873,Auto,1842.06,234973.65,2024-10-20,2027-04-08,0.219
POL0002380,CUST0000667,Life,1809.38,395924.56,2022-05-09,2023-11-21,0.447
POL0002381,CUST0001052,Life,4930.59,23585.41,2024-06-26,2026-06-11,0.7
POL0002382,CUST0002842,Property,2704.8,37874.84,2021-08-01,2023-10-23,0.467
POL0002383,CUST0002523,Property,875.34,42907.31,2024-09-08,2027-03-13,0.231
POL0002384,CUST0000628,Life,1254.44,368207.52,2018-09-20,2020-05-10,0.302
POL0002385,CUST0001429,Health,2513.33,255571.65,2021-07-05,2022-05-03,0.394
POL0002386,CUST0002550,Health,403.86,190759.99,2019-01-11,2020-04-28,0.156
POL0002387,CUST0000348,Health,2420.16,61752.35,2023-11-15,2026-03-28,0.567
POL0002388,CUST0001264,Auto,2210.92,368797.72,2022-02-26,2023-01-14,0.586
POL0002389,CUST0001018,Life,3940.81,167299.71,2023-05-29,2025-04-18,0.15
POL0002390,CUST0000570,Property,1903.72,140008.79,2018-07-27,2020-12-03,0.422
POL0002391,CUST0002743,Auto,4916.23,329636.41,2020-05-20,2021-01-11,0.431
POL0002392,CUST0002074,Auto,1067.7,283915.34,2023-08-02,2024-03-10,0.367
POL0002393,CUST0001953,Property,3036.74,187581.21,2022-03-10,2024-05-28,0.546
POL0002394,CUST0002265,Life,630.56,324328.86,2018-04-11,2019-02-05,0.377
POL0002395,CUST0001352,Auto,3722.55,142898.54,2024-04-04,2026-11-02,0.433
POL0002396,CUST0002885,Life,4974.82,399466.83,2018-04-09,2019-09-13,0.738
POL0002397,CUST0002822,Life,4131.87,122366.29,2019-05-18,2020-10-10,0.23
POL0002398,CUST0000670,Life,2867.38,87830.47,2019-11-30,2021-08-26,0.595
POL0002399,CUST0000718,Property,2526.76,393395.31,2021-06-15,2023-02-21,0.504
POL0002400,CUST0002358,Life,4208.14,356867.1,2024-10-06,2026-03-10,0.344
POL0002401,CUST0002647,Auto,4692.68,99493.1,2022-07-04,2023-12-06,0.682
POL0002402,CUST0000267,Property,4948.19,66960.42,2020-11-11,2022-06-29,0.541
POL0002403,CUST0001439,Property,2103.39,420815.55,2020-12-05,2021-12-01,0.482
POL0002404,CUST0002694,Auto,4956.4,390533.26,2020-11-18,2023-03-24,0.634
POL0002405,CUST0001357,Property,948.45,170356.11,2019-10-31,2021-01-16,0.742
POL0002406,CUST0001023,Auto,1417.04,332516.73,2024-06-01,2025-06-25,0.878
POL0002407,CUST0002038,Health,627.28,70838.49,2024-02-09,2026-01-11,0.603
POL0002408,CUST0002498,Auto,1504.34,258453.35,2020-06-01,2021-05-28,0.8
POL0002409,CUST0000565,Property,3886.1,19177.84,2018-07-02,2020-03-16,0.101
POL0002410,CUST0001271,Auto,4294.04,201884.92,2024-10-14,2025-12-18,0.524
POL0002411,CUST0001060,Health,3938.68,46672.98,2022-09-30,2023-08-13,0.272
POL0002412,CUST0001425,Life,3229.12,242822.12,2019-01-24,2020-02-25,0.175
POL0002413,CUST0000028,Life,2667.04,216624.01,2019-07-13,2022-01-28,0.526
POL0002414,CUST0000220,Life,3601.78,227748.66,2023-05-31,2025-02-22,0.697
POL0002415,CUST0000406,Property,2076.0,32212.34,2024-11-16,2025-08-09,0.43
POL0002416,CUST0001638,Health,4238.28,187192.01,2020-08-05,2023-04-21,0.636
POL0002417,CUST0001799,Auto,3450.51,380677.09,2022-07-08,2023-10-23,0.492
POL0002418,CUST0002319,Auto,3549.46,190768.04,2019-03-12,2019-12-08,0.45
POL0002419,CUST0001760,Auto,2772.49,360434.26,2022-10-28,2023-11-19,0.332
POL0002420,CUST0001675,Auto,4449.1,191044.57,2024-12-28,2026-01-15,0.406
POL0002421,CUST0000792,Property,1409.67,217387.33,2019-10-13,2020-10-12,0.38
POL0002422,CUST0000963,Property,2029.51,286307.14,2018-06-17,2019-03-08,0.617
POL0002423,CUST0001310,Health,3932.68,475834.15,2021-12-21,2024-04-12,0.193
POL0002424,CUST0000834,Auto,2565.19,63341.62,2018-10-09,2019-09-09,0.174
POL0002425,CUST0000317,Life,4468.23,26127.75,2023-04-03,2024-07-18,0.628
POL0002426,CUST0001321,Property,1862.72,307899.02,2019-05-07,2021-04-18,0.537
POL0002427,CUST0002386,Health,1972.78,475057.57,2018-07-28,2019-07-03,0.444
POL0002428,CUST0001331,Health,4465.93,494964.33,2021-10-05,2023-04-23,0.222
POL0002429,CUST0000351,Property,2428.98,247240.48,2023-04-21,2025-02-13,0.429
POL0002430,CUST0000511,Life,2677.4,239359.99,2018-10-14,2020-08-26,0.732
POL0002431,CUST0002573,Life,1797.27,326032.25,2024-03-11,2025-02-09,0.812
POL0002432,CUST0000492,Auto,1528.02,282261.03,2018-07-18,2019-06-05,0.662
POL0002433,CUST0001932,Property,3348.55,320703.15,2023-05-25,2025-12-28,0.148
POL0002434,CUST0001618,Life,775.24,438259.72,2020-10-13,2022-12-20,0.636
POL0002435,CUST0002057,Property,4420.51,375690.02,2024-08-27,2025-12-03,0.293
POL0002436,CUST0001521,Health,3940.18,253469.92,2021-12-21,2024-01-01,0.352
POL0002437,CUST0001584,Health,1115.59,236313.58,2023-05-04,2023-12-04,0.257
POL0002438,CUST0002609,Health,3531.3,323404.86,2019-07-03,2020-08-09,0.721
POL0002439,CUST0002488,Property,3092.64,233296.08,2022-10-15,2025-02-08,0.619
POL0002440,CUST0001576,Auto,1085.77,234311.88,2023-06-17,2025-01-09,0.589
POL0002441,CUST0002840,Auto,1511.38,17989.89,2020-02-06,2021-09-15,0.634
POL0002442,CUST0001762,Life,2163.14,95291.43,2020-07-23,2022-12-22,0.289
POL0002443,CUST0001992,Property,3556.37,249371.68,2018-06-13,2020-01-01,0.456
POL0002444,CUST0001269,Auto,3265.87,413100.19,2019-02-22,2021-07-16,0.607
POL0002445,CUST0002081,Property,2754.73,146576.23,2024-05-13,2026-11-27,0.609
POL0002446,CUST0001047,Auto,3888.37,266095.28,2023-01-26,2024-05-16,0.733
POL0002447,CUST0002893,Health,3838.1,179031.42,2020-07-12,2021-11-26,0.33
POL0002448,CUST0002614,Health,3165.72,61353.95,2022-09-29,2025-06-20,0.716
POL0002449,CUST0000049,Life,3977.55,479566.26,2020-03-09,2022-01-05,0.452
POL0002450,CUST0000462,Health,1804.46,428790.2,2022-05-26,2024-06-13,0.636
POL0002451,CUST0002638,Auto,4430.0,48461.29,2021-12-20,2022-07-26,0.465
POL0002452,CUST0000336,Life,3151.57,362695.76,2019-06-09,2021-04-23,0.859
POL0002453,CUST0001382,Life,4147.34,180314.15,2021-02-19,2023-01-02,0.243
POL0002454,CUST0001146,Health,2822.14,497476.41,2024-07-25,2027-02-12,0.64
POL0002455,CUST0000359,Property,1248.5,158175.27,2024-05-06,2026-04-22,0.561
POL0002456,CUST0002394,Health,2803.57,126981.84,2022-07-24,2023-12-01,0.238
POL0002457,CUST0000193,Health,1981.34,288266.37,2022-08-11,2024-06-16,0.153
POL0002458,CUST0001440,Life,3548.0,419211.82,2018-05-31,2019-03-23,0.739
POL0002459,CUST0001401,Health,2483.81,104334.25,2022-01-09,2023-06-14,0.226
POL0002460,CUST0000756,Auto,4213.34,357607.36,2020-07-20,2021-09-12,0.249
POL0002461,CUST0001685,Life,3454.75,40089.23,2022-06-01,2024-10-14,0.883
POL0002462,CUST0002526,Health,3485.81,460278.02,2022-10-17,2024-07-02,0.674
POL0002463,CUST0000828,Property,1242.35,49726.71,2019-06-26,2021-12-31,0.3
POL0002464,CUST0000890,Auto,4924.4,457973.37,2021-02-21,2022-12-19,0.573
POL0002465,CUST0000653,Property,4240.04,250495.55,2018-06-13,2021-01-12,0.527
POL0002466,CUST0002456,Auto,3987.22,229564.65,2018-10-08,2020-05-20,0.776
POL0002467,CUST0002334,Property,1785.03,486920.47,2024-01-06,2026-03-18,0.683
POL0002468,CUST0001922,Health,2771.03,495288.25,2018-02-27,2020-09-16,0.765
POL0002469,CUST0000851,Auto,858.1,328587.28,2018-12-15,2021-06-17,0.269
POL0002470,CUST0000111,Life,2784.68,72288.45,2018-06-15,2019-10-05,0.612
POL0002471,CUST0000620,Life,900.27,258023.34,2024-02-13,2024-10-01,0.132
POL0002472,CUST0000793,Property,2854.58,269289.92,2023-10-26,2026-04-25,0.155
POL0002473,CUST0002098,Property,3313.87,262078.75,2022-09-11,2024-01-07,0.671
POL0002474,CUST0001158,Property,2072.94,289051.0,2022-08-25,2023-12-05,0.12
POL0002475,CUST0000588,Auto,2593.02,19175.11,2019-02-04,2021-05-27,0.564
POL0002476,CUST0002644,Life,4403.14,358501.37,2022-03-17,2023-01-08,0.772
POL0002477,CUST0002718,Health,721.1,359073.21,2020-03-17,2021-11-10,0.404
POL0002478,CUST0001310,Auto,4000.32,66580.19,2024-03-05,2026-10-31,0.136
POL0002479,CUST0001958,Property,1019.62,289417.33,2020-12-03,2023-03-09,0.671
POL0002480,CUST0002362,Life,376.2,288496.98,2022-11-17,2023-12-10,0.844
POL0002481,CUST0002654,Property,1090.76,344400.71,2022-11-13,2023-09-15,0.674
POL0002482,CUST0000297,Health,3872.21,51844.87,2018-09-16,2020-01-01,0.563
POL0002483,CUST0001630,Health,2144.61,316986.62,2020-03-13,2022-02-09,0.284
POL0002484,CUST0000569,Life,4388.1,147568.46,2023-03-07,2024-04-11,0.112
POL0002485,CUST0001188,Auto,2718.6,258431.47,2018-08-10,2019-04-23,0.656
POL0002486,CUST0000832,Health,306.8,388928.54,2020-01-18,2021-06-18,0.285
POL0002487,CUST0000610,Health,3640.23,355766.51,2021-12-18,2024-08-13,0.787
POL0002488,CUST0000016,Health,729.12,68262.48,2021-04-18,2023-10-23,0.473
POL0002489,CUST0001370,Health,3989.02,299680.55,2023-09-11,2024-12-08,0.525
POL0002490,CUST0000072,Property,1006.89,484867.1,2023-06-11,2026-02-21,0.703
POL0002491,CUST0000270,Property,1858.14,86817.02,2023-06-29,2024-04-20,0.724
POL0002492,CUST0000287,Auto,3854.1,427924.47,2020-05-24,2021-09-07,0.614
POL0002493,CUST0000066,Life,4780.31,354248.56,2020-04-11,2021-07-05,0.851
POL0002494,CUST0000880,Life,1982.88,389261.62,2023-04-11,2024-12-27,0.886
POL0002495,CUST0000068,Life,4181.12,148159.58,2021-08-23,2022-07-25,0.858
POL0002496,CUST0001217,Health,1115.8,151065.58,2020-04-11,2022-05-02,0.759
POL0002497,CUST0001403,Property,4074.46,453949.53,2019-11-13,2020-11-10,0.665
POL0002498,CUST0000974,Property,3355.97,186317.7,2023-02-08,2024-10-03,0.631
POL0002499,CUST0000508,Auto,1125.17,40877.54,2024-07-15,2026-10-28,0.183
POL0002500,CUST0002885,Life,1652.02,304292.38,2020-03-16,2022-07-16,0.317
POL0002501,CUST0001126,Property,832.5,71160.66,2019-08-12,2021-09-30,0.105
POL0002502,CUST0000886,Auto,2038.24,400332.16,2019-10-21,2020-05-03,0.21
POL0002503,CUST0002842,Life,1177.51,324455.76,2021-11-30,2024-06-27,0.451
POL0002504,CUST0002470,Health,3291.19,438615.99,2020-09-19,2021-06-23,0.217
POL0002505,CUST0001988,Property,4973.62,394570.25,2018-06-18,2020-08-21,0.821
POL0002506,CUST0000775,Property,257.64,64935.69,2021-08-24,2022-12-16,0.745
POL0002507,CUST0002526,Life,2796.42,196724.63,2023-11-20,2026-06-03,0.157
POL0002508,CUST0000926,Health,2953.6,389534.52,2021-04-22,2022-12-14,0.299
POL0002509,CUST0000120,Health,4588.2,214497.32,2020-09-11,2022-01-10,0.755
POL0002510,CUST0001939,Property,2628.83,486459.09,2019-08-19,2020-11-14,0.742
POL0002511,CUST0000488,Life,2809.77,370512.82,2023-08-13,2024-10-26,0.856
POL0002512,CUST0002126,Auto,2463.93,17594.96,2022-09-02,2023-10-25,0.898
POL0002513,CUST0000441,Property,1490.74,441192.99,2020-09-29,2023-05-10,0.881
POL0002514,CUST0000462,Health,468.94,59394.34,2021-11-15,2023-04-10,0.428
POL0002515,CUST0000612,Auto,2161.56,78856.62,2023-05-08,2024-02-26,0.3
POL0002516,CUST0001318,Life,452.44,369901.28,2021-10-21,2023-01-11,0.707
POL0002517,CUST0001660,Health,2842.36,433834.59,2020-04-09,2020-10-17,0.339
POL0002518,CUST0000917,Auto,1675.01,272811.32,2022-11-07,2023-07-17,0.745
POL0002519,CUST0002657,Property,2761.29,151634.37,2020-08-05,2022-03-13,0.527
POL0002520,CUST0000006,Health,844.63,182144.62,2020-03-26,2022-12-17,0.735
POL0002521,CUST0000681,Life,4676.62,178015.77,2019-10-03,2020-09-24,0.321
POL0002522,CUST0002943,Health,4493.7,170072.27,2021-09-01,2024-04-09,0.506
POL0002523,CUST0002319,Property,1111.98,129025.74,2018-03-16,2019-05-28,0.551
POL0002524,CUST0001644,Life,1848.53,308344.88,2024-06-19,2026-01-19,0.854
POL0002525,CUST0002859,Property,3144.77,451198.61,2020-05-28,2021-08-20,0.313
POL0002526,CUST0002607,Auto,659.29,160470.38,2021-07-25,2023-10-14,0.849
POL0002527,CUST0000099,Health,1901.93,101480.21,2023-07-28,2025-12-04,0.744
POL0002528,CUST0000526,Property,1405.34,420903.06,2024-06-14,2026-04-10,0.685
POL0002529,CUST0002242,Auto,4594.48,373473.83,2024-01-01,2026-01-29,0.729
POL0002530,CUST0001181,Life,4292.05,466110.15,2022-02-14,2022-10-10,0.584
POL0002531,CUST0001690,Life,2983.2,91104.67,2024-09-24,2026-12-24,0.295
POL0002532,CUST0001139,Auto,2697.66,80683.14,2024-09-11,2025-11-30,0.252
POL0002533,CUST0000396,Auto,4667.48,275300.4,2019-09-27,2020-06-07,0.793
POL0002534,CUST0000770,Life,4675.65,311072.49,2020-06-08,2021-03-04,0.68
POL0002535,CUST0001827,Property,4852.78,245284.99,2024-02-24,2026-01-08,0.271
POL0002536,CUST0001546,Auto,801.82,303493.65,2024-06-10,2025-11-28,0.592
POL0002537,CUST0002928,Property,970.68,98386.09,2021-11-18,2022-10-17,0.458
POL0002538,CUST0002793,Life,3448.34,245010.74,2024-09-06,2025-10-08,0.227
POL0002539,CUST0000683,Property,2798.89,332465.35,2018-08-07,2020-06-02,0.525
POL0002540,CUST0001557,Property,288.64,222026.16,2022-04-28,2024-04-16,0.325
POL0002541,CUST0000015,Auto,497.48,342929.19,2021-03-24,2022-01-27,0.177
POL0002542,CUST0002416,Property,4462.79,231083.73,2018-02-22,2018-10-25,0.474
POL0002543,CUST0002686,Property,4370.58,173463.79,2018-05-11,2019-03-30,0.572
POL0002544,CUST0002901,Property,1914.9,158766.47,2023-03-11,2024-09-20,0.138
POL0002545,CUST0001237,Life,4477.04,211342.01,2023-03-31,2024-08-04,0.422
POL0002546,CUST0002748,Life,3049.64,21313.92,2021-03-17,2022-10-24,0.306
POL0002547,CUST0000005,Health,4068.35,337577.32,2020-08-28,2022-04-06,0.125
POL0002548,CUST0002279,Life,2251.67,424101.76,2022-12-22,2024-03-22,0.201
POL0002549,CUST0001909,Life,744.31,183767.28,2021-08-23,2023-10-26,0.211
POL0002550,CUST0001426,Health,2281.89,32556.24,2020-02-28,2021-10-08,0.246
POL0002551,CUST0001608,Health,2395.04,493520.04,2021-09-09,2023-01-15,0.743
POL0002552,CUST0002634,Auto,2844.53,139212.15,2019-12-27,2021-12-24,0.452
POL0002553,CUST0000169,Auto,706.8,72044.35,2019-03-17,2020-05-18,0.218
POL0002554,CUST0002809,Life,4958.73,191178.73,2024-11-01,2026-08-03,0.18
POL0002555,CUST0000792,Property,1371.86,371892.95,2021-03-21,2022-10-20,0.338
POL0002556,CUST0001000,Auto,1153.05,154019.13,2020-05-30,2022-09-24,0.738
POL0002557,CUST0000152,Auto,2728.65,291604.57,2020-12-11,2022-09-02,0.392
POL0002558,CUST0002272,Life,2778.6,213624.4,2022-10-24,2024-08-04,0.228
POL0002559,CUST0000504,Property,2311.14,67704.36,2022-07-23,2024-10-23,0.423
POL0002560,CUST0001574,Health,3905.08,171840.64,2020-06-23,2022-07-01,0.544
POL0002561,CUST0002092,Health,2679.94,365186.55,2019-06-18,2021-02-20,0.124
POL0002562,CUST0002745,Life,3126.54,309881.91,2024-04-03,2025-12-19,0.602
POL0002563,CUST0000504,Life,3673.98,68691.41,2021-07-18,2023-12-21,0.416
POL0002564,CUST0002978,Property,320.12,90027.98,2024-03-28,2025-01-04,0.108
POL0002565,CUST0000843,Life,2939.09,323959.35,2022-07-07,2023-11-26,0.639
POL0002566,CUST0000351,Life,4444.13,408573.55,2020-03-19,2022-07-29,0.67
POL0002567,CUST0002071,Life,283.47,181242.5,2021-12-19,2024-02-07,0.603
POL0002568,CUST0001660,Property,2144.87,301702.27,2020-04-06,2021-06-05,0.374
POL0002569,CUST0000598,Life,4645.89,93615.36,2021-02-24,2021-10-19,0.524
POL0002570,CUST0001067,Auto,1895.14,162574.41,2024-04-05,2025-01-14,0.41
POL0002571,CUST0002514,Property,2401.9,19932.4,2021-03-08,2023-07-27,0.66
POL0002572,CUST0000040,Auto,4911.4,386455.21,2023-10-19,2024-06-23,0.567
POL0002573,CUST0002351,Property,1156.75,206494.81,2021-05-05,2022-08-29,0.165
POL0002574,CUST0000175,Auto,513.22,409901.53,2020-12-06,2021-11-03,0.614
POL0002575,CUST0000999,Property,4325.23,357102.77,2021-03-29,2023-03-15,0.65
POL0002576,CUST0001485,Health,4368.63,416084.69,2019-02-02,2019-09-04,0.397
POL0002577,CUST0002669,Life,2465.97,149972.75,2018-05-14,2018-11-24,0.801
POL0002578,CUST0001217,Life,2668.19,100703.28,2024-12-17,2025-09-28,0.774
POL0002579,CUST0002292,Property,4211.87,486233.78,2021-09-17,2024-03-14,0.24
POL0002580,CUST0000836,Auto,3745.09,361490.62,2021-12-26,2022-09-05,0.823
POL0002581,CUST0002328,Health,1472.72,418680.71,2023-02-13,2024-05-22,0.453
POL0002582,CUST0001060,Auto,281.09,16435.35,2024-11-16,2026-11-15,0.679
POL0002583,CUST0002605,Life,2502.56,183686.19,2020-12-27,2022-01-07,0.751
POL0002584,CUST0000898,Life,4322.78,373980.18,2024-03-26,2025-06-28,0.504
POL0002585,CUST0001564,Auto,4500.01,48211.59,2023-08-30,2026-04-22,0.419
POL0002586,CUST0001047,Property,4789.89,287996.57,2023-03-21,2025-08-02,0.832
POL0002587,CUST0002767,Property,4421.9,220245.66,2019-12-09,2022-08-31,0.285
POL0002588,CUST0000932,Auto,2984.21,18632.09,2018-07-16,2020-07-20,0.306
POL0002589,CUST0002139,Life,2334.11,125628.03,2020-08-29,2022-12-22,0.389
POL0002590,CUST0002438,Auto,3919.28,149548.07,2023-02-24,2024-01-22,0.788
POL0002591,CUST0002598,Life,3751.14,64811.37,2018-10-17,2020-01-30,0.851
POL0002592,CUST0002979,Auto,2783.09,319453.09,2019-08-18,2020-07-04,0.276
POL0002593,CUST0001252,Property,619.17,128774.96,2022-11-26,2025-06-30,0.791
POL0002594,CUST0001226,Health,4645.19,146033.55,2018-08-28,2020-01-01,0.307
POL0002595,CUST0001374,Life,2386.89,450136.91,2019-05-09,2021-08-11,0.877
POL0002596,CUST0001062,Health,1944.0,238890.32,2024-12-14,2025-07-13,0.578
POL0002597,CUST0002781,Property,3221.92,202142.79,2021-04-29,2021-11-20,0.106
POL0002598,CUST0000500,Auto,3434.42,364696.81,2020-01-08,2021-03-17,0.127
POL0002599,CUST0001723,Property,1211.3,455710.76,2024-12-10,2027-06-12,0.218
POL0002600,CUST0002919,Health,4217.31,22267.8,2023-09-09,2024-05-01,0.25
POL0002601,CUST0002565,Property,1591.7,229637.03,2021-01-24,2022-05-11,0.714
POL0002602,CUST0002116,Property,1096.08,309282.86,2023-02-23,2025-05-19,0.278
POL0002603,CUST0001764,Auto,2150.72,166095.92,2020-10-10,2021-11-23,0.875
POL0002604,CUST0002171,Health,3706.69,388479.78,2019-12-24,2020-08-12,0.609
POL0002605,CUST0001709,Health,4834.2,486023.76,2021-08-12,2022-05-19,0.654
POL0002606,CUST0000336,Health,4084.55,472279.41,2020-07-09,2022-04-16,0.274
POL0002607,CUST0001177,Life,4713.67,140331.44,2019-08-26,2022-05-05,0.814
POL0002608,CUST0000779,Property,874.91,120905.76,2022-02-01,2023-04-23,0.634
POL0002609,CUST0001186,Health,541.65,479170.36,2024-02-22,2026-10-23,0.792
POL0002610,CUST0001934,Property,2876.98,234727.96,2022-02-24,2022-08-24,0.865
POL0002611,CUST0001467,Auto,1593.43,112065.88,2020-02-22,2020-09-10,0.201
POL0002612,CUST0002471,Auto,4174.66,356428.51,2019-05-01,2021-05-27,0.177
POL0002613,CUST0001562,Life,3425.54,149365.96,2021-06-13,2022-07-09,0.743
POL0002614,CUST0000939,Life,4859.5,140951.02,2019-12-26,2021-02-13,0.793
POL0002615,CUST0000804,Auto,1423.0,440832.03,2020-05-26,2022-05-04,0.567
POL0002616,CUST0001936,Health,2531.76,89614.79,2018-03-20,2019-10-08,0.393
POL0002617,CUST0000634,Auto,2605.95,41552.54,2020-03-03,2020-09-12,0.622
POL0002618,CUST0001254,Property,1348.05,141901.36,2021-01-28,2022-12-27,0.345
POL0002619,CUST0001083,Life,3032.45,307403.25,2019-05-02,2020-06-06,0.291
POL0002620,CUST0002144,Life,2327.77,70313.05,2021-03-18,2023-05-22,0.491
POL0002621,CUST0001286,Auto,2344.26,241081.39,2020-06-30,2022-02-02,0.273
POL0002622,CUST0000354,Health,1941.14,317395.18,2019-09-23,2021-08-15,0.487
POL0002623,CUST0001160,Health,281.26,425881.13,2024-08-29,2025-12-08,0.865
POL0002624,CUST0001886,Property,2706.06,122636.1,2021-06-13,2022-12-28,0.772
POL0002625,CUST0001819,Life,1809.19,410499.7,2023-10-16,2024-12-15,0.853
POL0002626,CUST0000967,Auto,206.34,125104.07,2019-06-28,2020-03-24,0.745
POL0002627,CUST0002971,Auto,1678.13,341615.61,2022-03-31,2023-08-04,0.384
POL0002628,CUST0002521,Life,1537.42,221030.05,2021-05-17,2023-01-23,0.75
POL0002629,CUST0002478,Auto,2088.55,66193.81,2022-08-10,2025-01-31,0.838
POL0002630,CUST0002585,Life,832.89,359989.1,2024-01-15,2024-08-24,0.858
POL0002631,CUST0001170,Health,2636.88,116703.68,2018-12-31,2019-09-10,0.647
POL0002632,CUST0001548,Health,3523.71,96545.48,2024-02-12,2026-09-02,0.269
POL0002633,CUST0002135,Auto,3224.89,185578.24,2020-02-08,2022-02-17,0.132
POL0002634,CUST0000109,Health,4058.02,330112.22,2024-10-11,2026-02-18,0.218
POL0002635,CUST0001369,Health,2369.64,124658.27,2018-02-01,2020-08-02,0.872
POL0002636,CUST0001758,Property,2691.64,99994.15,2022-02-02,2022-12-22,0.47
POL0002637,CUST0000994,Life,4089.93,14877.28,2022-04-15,2023-09-05,0.784
POL0002638,CUST0001518,Life,2252.97,241105.12,2019-03-24,2020-04-15,0.472
POL0002639,CUST0001357,Auto,3567.68,220036.33,2018-08-28,2019-06-02,0.629
POL0002640,CUST0000822,Life,2286.09,124595.19,2019-04-05,2021-08-31,0.119
POL0002641,CUST0000937,Property,2205.13,36289.56,2024-08-18,2025-06-07,0.3
POL0002642,CUST0002697,Auto,3848.99,220335.38,2018-12-14,2019-12-03,0.449
POL0002643,CUST0000191,Auto,1039.22,396220.5,2022-09-18,2023-12-12,0.605
POL0002644,CUST0001997,Life,1825.21,360488.24,2024-11-24,2025-07-24,0.237
POL0002645,CUST0000933,Health,1276.03,431789.5,2020-11-28,2023-07-31,0.712
POL0002646,CUST0000142,Health,1923.73,14695.52,2023-09-06,2025-04-11,0.392
POL0002647,CUST0001893,Health,1305.8,483545.47,2018-04-05,2019-05-14,0.754
POL0002648,CUST0002888,Health,2981.15,177292.0,2021-05-13,2022-04-18,0.178
POL0002649,CUST0002216,Property,4031.22,495294.92,2020-06-19,2021-01-20,0.644
POL0002650,CUST0000566,Auto,3975.74,133783.54,2021-10-31,2023-05-14,0.335
POL0002651,CUST0001283,Health,1949.6,241052.83,2024-03-30,2026-07-10,0.736
POL0002652,CUST0001463,Property,4946.05,183424.56,2022-01-21,2023-06-02,0.422
POL0002653,CUST0001135,Auto,3050.5,184322.75,2024-06-23,2026-11-27,0.632
POL0002654,CUST0000744,Life,2117.12,422718.23,2019-02-28,2021-06-19,0.847
POL0002655,CUST0000673,Life,4210.59,375745.28,2019-08-10,2021-05-06,0.117
POL0002656,CUST0002912,Property,3703.4,496154.2,2019-02-25,2020-05-18,0.109
POL0002657,CUST0002887,Auto,3796.52,310622.19,2021-01-06,2022-06-13,0.716
POL0002658,CUST0000531,Health,1141.47,236995.74,2023-10-15,2024-05-21,0.617
POL0002659,CUST0001314,Auto,2447.96,54136.19,2023-08-04,2026-02-18,0.334
POL0002660,CUST0000562,Health,4336.78,498315.1,2018-07-18,2020-03-02,0.496
POL0002661,CUST0001534,Property,2619.38,280250.02,2018-02-14,2019-08-27,0.134
POL0002662,CUST0002223,Health,3480.57,353233.96,2021-06-21,2022-07-27,0.254
POL0002663,CUST0000302,Property,3022.08,209303.77,2024-03-24,2025-06-27,0.44
POL0002664,CUST0000185,Auto,4243.31,278380.7,2018-01-31,2019-03-11,0.767
POL0002665,CUST0000510,Auto,1565.89,471863.09,2024-04-22,2026-01-18,0.484
POL0002666,CUST0002867,Health,2962.28,91545.52,2024-08-30,2025-07-29,0.569
POL0002667,CUST0001334,Auto,791.53,153262.57,2019-01-15,2020-04-18,0.799
POL0002668,CUST0001370,Health,3513.01,84509.27,2018-02-21,2019-08-07,0.347
POL0002669,CUST0002204,Auto,3713.45,398185.79,2020-12-08,2021-07-14,0.661
POL0002670,CUST0002835,Life,405.62,40402.18,2022-10-19,2025-04-14,0.789
POL0002671,CUST0000795,Health,3443.8,49999.51,2018-02-15,2020-09-07,0.262
POL0002672,CUST0002480,Property,2190.51,156262.12,2020-08-14,2022-10-23,0.385
POL0002673,CUST0001524,Life,795.67,261952.21,2019-06-02,2021-06-23,0.884
POL0002674,CUST0000761,Property,2215.56,209074.65,2022-01-26,2023-11-25,0.887
POL0002675,CUST0002195,Auto,1132.32,31959.99,2019-10-04,2020-10-15,0.279
POL0002676,CUST0002529,Life,2194.69,479170.86,2024-06-15,2025-09-13,0.153
POL0002677,CUST0000435,Auto,2044.83,476906.06,2022-10-27,2023-10-13,0.317
POL0002678,CUST0001543,Health,3744.28,146884.6,2019-07-13,2022-03-02,0.418
POL0002679,CUST0002039,Property,3916.23,368447.55,2019-09-04,2021-07-22,0.453
POL0002680,CUST0001707,Auto,3113.74,293501.95,2018-01-16,2019-08-23,0.595
POL0002681,CUST0000069,Property,308.9,126363.58,2022-05-01,2023-07-25,0.82
