claim_id,anomaly_score,network_flag,fraud_reason
CLM0000801,0.326,1,Suspicious Pattern
CLM0000177,0.279,1,Suspicious Pattern
CLM0002449,0.211,1,Fake Identity
CLM0000297,0.788,0,Suspicious Pattern
CLM0000531,0.255,1,Duplicate Claim
CLM0001484,0.474,0,Suspicious Pattern
CLM0002059,0.01,0,Suspicious Pattern
CLM0000060,0.959,0,Fake Identity
CLM0000021,0.833,0,Inflated Amount
CLM0001452,0.653,0,Duplicate Claim
CLM0001883,0.307,1,Inflated Amount
CLM0002023,0.188,0,Duplicate Claim
CLM0000509,0.438,0,Fake Identity
CLM0000598,0.224,1,Inflated Amount
CLM0000525,0.937,0,Duplicate Claim
CLM0000686,0.734,0,Inflated Amount
CLM0002357,0.69,1,Duplicate Claim
CLM0001721,0.679,1,Inflated Amount
CLM0001719,0.765,0,Fake Identity
CLM0001035,0.044,1,Inflated Amount
CLM0001617,0.258,1,Suspicious Pattern
CLM0002191,0.576,1,Suspicious Pattern
CLM0002046,0.218,1,Inflated Amount
CLM0001192,0.6,0,Duplicate Claim
CLM0001634,0.959,0,Inflated Amount
CLM0000655,0.332,1,Fake Identity
CLM0000239,0.757,1,Inflated Amount
CLM0002973,0.433,1,Duplicate Claim
CLM0002725,0.717,0,Inflated Amount
CLM0002415,0.063,1,Suspicious Pattern
CLM0002293,0.365,1,Fake Identity
CLM0000955,0.726,1,Inflated Amount
CLM0001072,0.846,1,Duplicate Claim
CLM0002490,0.417,0,Inflated Amount
CLM0002602,0.551,1,Fake Identity
CLM0002058,0.966,1,Suspicious Pattern
CLM0001936,0.455,1,Suspicious Pattern
CLM0000104,0.236,1,Suspicious Pattern
CLM0001885,0.021,0,Inflated Amount
CLM0002642,0.922,1,Duplicate Claim
CLM0000612,0.054,0,Fake Identity
CLM0000950,0.239,0,Inflated Amount
CLM0002808,0.857,0,Fake Identity
CLM0000758,0.939,0,Duplicate Claim
CLM0002147,0.666,1,Suspicious Pattern
CLM0001986,0.259,1,Fake Identity
CLM0000601,0.268,0,Fake Identity
CLM0000604,0.505,1,Fake Identity
CLM0001655,0.934,0,Duplicate Claim
CLM0000869,0.947,1,Fake Identity
CLM0000171,0.431,1,Inflated Amount
CLM0001327,0.321,0,Fake Identity
CLM0001811,0.387,1,Inflated Amount
CLM0001169,0.234,0,Fake Identity
CLM0002134,0.172,1,Inflated Amount
CLM0002804,0.684,0,Duplicate Claim
CLM0001871,0.26,0,Duplicate Claim
CLM0000957,0.83,0,Fake Identity
CLM0000413,0.247,0,Inflated Amount
CLM0000702,0.55,0,Fake Identity
CLM0000839,0.71,0,Suspicious Pattern
CLM0000850,0.653,0,Suspicious Pattern
CLM0001227,0.113,1,Fake Identity
CLM0001160,0.275,0,Suspicious Pattern
CLM0002683,0.017,1,Fake Identity
CLM0001853,0.59,0,Inflated Amount
CLM0000103,0.616,0,Inflated Amount
CLM0002984,0.476,1,Fake Identity
CLM0000921,0.634,1,Duplicate Claim
CLM0000846,0.851,1,Duplicate Claim
CLM0002658,0.254,0,Suspicious Pattern
CLM0002058,0.538,0,Duplicate Claim
CLM0000503,0.135,1,Inflated Amount
CLM0001332,0.235,0,Suspicious Pattern
CLM0000435,0.305,0,Inflated Amount
CLM0001766,0.712,0,Fake Identity
CLM0001672,0.147,0,Inflated Amount
CLM0001046,0.696,1,Fake Identity
CLM0000940,0.094,1,Duplicate Claim
CLM0001402,0.68,0,Fake Identity
CLM0000881,0.783,1,Inflated Amount
CLM0000549,0.902,1,Duplicate Claim
CLM0000703,0.83,0,Suspicious Pattern
CLM0002007,0.639,0,Inflated Amount
CLM0001411,0.788,0,Duplicate Claim
CLM0002221,0.719,0,Suspicious Pattern
CLM0002138,0.473,0,Suspicious Pattern
CLM0002921,0.787,0,Inflated Amount
CLM0002813,0.005,1,Suspicious Pattern
CLM0002538,0.804,1,Suspicious Pattern
CLM0000550,0.924,0,Inflated Amount
CLM0000852,0.914,0,Duplicate Claim
CLM0002172,0.999,1,Duplicate Claim
CLM0002514,0.279,0,Duplicate Claim
CLM0001577,0.137,0,Suspicious Pattern
CLM0001870,0.493,0,Fake Identity
CLM0002012,0.343,0,Fake Identity
CLM0002526,0.457,1,Inflated Amount
CLM0000306,0.363,0,Inflated Amount
CLM0001444,0.855,1,Duplicate Claim
CLM0001403,0.543,0,Suspicious Pattern
CLM0002237,0.793,1,Inflated Amount
CLM0000338,0.298,0,Duplicate Claim
CLM0000199,0.395,0,Suspicious Pattern
CLM0001291,0.286,1,Duplicate Claim
CLM0001710,0.971,1,Inflated Amount
CLM0002804,0.445,0,Duplicate Claim
CLM0000253,0.41,0,Inflated Amount
CLM0001215,0.84,1,Suspicious Pattern
CLM0000834,0.757,1,Suspicious Pattern
CLM0002443,0.92,0,Suspicious Pattern
CLM0000616,0.754,0,Duplicate Claim
CLM0002682,0.347,0,Suspicious Pattern
CLM0001036,0.302,0,Fake Identity
CLM0002436,0.685,0,Duplicate Claim
CLM0000596,0.13,0,Inflated Amount
CLM0001893,0.089,1,Fake Identity
CLM0001795,0.794,0,Inflated Amount
CLM0002091,0.636,0,Duplicate Claim
CLM0001794,0.219,1,Duplicate Claim
CLM0002521,0.669,1,Inflated Amount
CLM0002560,0.309,1,Inflated Amount
CLM0000559,0.284,0,Fake Identity
CLM0002392,0.273,0,Fake Identity
CLM0000252,0.507,1,Fake Identity
CLM0001555,0.941,1,Inflated Amount
CLM0002016,0.948,0,Inflated Amount
CLM0002561,0.546,0,Inflated Amount
CLM0001986,0.869,0,Inflated Amount
CLM0001079,0.505,0,Inflated Amount
CLM0001762,0.492,0,Duplicate Claim
CLM0000878,0.038,1,Duplicate Claim
CLM0002361,0.745,0,Duplicate Claim
CLM0001754,0.637,1,Fake Identity
CLM0001556,0.367,0,Suspicious Pattern
CLM0000782,0.147,0,Suspicious Pattern
CLM0002981,0.99,0,Duplicate Claim
CLM0000875,0.817,0,Inflated Amount
CLM0000840,0.627,0,Duplicate Claim
CLM0001141,0.017,0,Inflated Amount
CLM0000252,0.87,1,Duplicate Claim
CLM0000959,0.61,0,Fake Identity
CLM0001541,0.158,1,Suspicious Pattern
CLM0002987,0.814,1,Suspicious Pattern
CLM0000852,0.604,0,Inflated Amount
CLM0000583,0.531,1,Inflated Amount
CLM0000051,0.14,1,Duplicate Claim
CLM0000709,0.255,0,Duplicate Claim
CLM0000504,0.69,0,Fake Identity
CLM0001775,0.35,0,Suspicious Pattern
CLM0001264,0.347,1,Inflated Amount
CLM0002089,0.18,1,Duplicate Claim
CLM0002775,0.206,0,Duplicate Claim
CLM0001943,0.674,1,Inflated Amount
CLM0000913,0.922,1,Fake Identity
CLM0000541,0.054,0,Inflated Amount
CLM0001156,0.492,1,Inflated Amount
CLM0002245,0.956,1,Fake Identity
CLM0002048,0.535,0,Inflated Amount
CLM0000654,0.423,1,Inflated Amount
CLM0000805,0.29,1,Duplicate Claim
CLM0001450,0.754,0,Fake Identity
CLM0002232,0.895,1,Suspicious Pattern
CLM0000774,0.99,0,Fake Identity
CLM0002415,0.309,0,Fake Identity
CLM0001803,0.127,0,Duplicate Claim
CLM0000727,0.724,0,Suspicious Pattern
CLM0002452,0.831,0,Fake Identity
CLM0002770,0.873,0,Inflated Amount
CLM0000398,0.604,0,Inflated Amount
CLM0001793,0.96,0,Inflated Amount
CLM0002816,0.112,1,Suspicious Pattern
CLM0001727,0.308,1,Fake Identity
CLM0002409,0.3,0,Fake Identity
CLM0002647,0.399,1,Fake Identity
CLM0000223,0.751,1,Suspicious Pattern
CLM0001678,0.02,0,Duplicate Claim
CLM0001607,0.017,0,Duplicate Claim
CLM0000561,0.137,1,Suspicious Pattern
CLM0002950,0.186,0,Inflated Amount
CLM0000688,0.989,1,Inflated Amount
CLM0000663,0.258,1,Fake Identity
CLM0002856,0.457,0,Fake Identity
CLM0000717,0.029,1,Fake Identity
CLM0002745,0.93,1,Duplicate Claim
CLM0001659,0.047,0,Inflated Amount
CLM0000658,0.902,1,Inflated Amount
CLM0001953,0.2,0,Duplicate Claim
CLM0001147,0.909,1,Suspicious Pattern
CLM0002567,0.331,1,Fake Identity
CLM0002037,0.477,0,Suspicious Pattern
CLM0001772,0.711,1,Suspicious Pattern
CLM0002158,0.743,0,Fake Identity
CLM0002625,0.034,1,Suspicious Pattern
CLM0000167,0.019,0,Suspicious Pattern
CLM0000574,0.322,1,Fake Identity
CLM0001919,0.512,1,Suspicious Pattern
CLM0001058,0.873,0,Inflated Amount
CLM0000346,0.181,1,Inflated Amount
CLM0000492,0.373,1,Suspicious Pattern
CLM0002685,0.435,1,Suspicious Pattern
CLM0002491,0.488,1,Fake Identity
CLM0001871,0.705,0,Suspicious Pattern
CLM0002620,0.91,0,Suspicious Pattern
CLM0002810,0.129,1,Duplicate Claim
CLM0002548,0.47,1,Fake Identity
CLM0002372,0.985,1,Suspicious Pattern
CLM0001604,0.599,1,Duplicate Claim
CLM0001785,0.849,0,Inflated Amount
CLM0002475,0.89,0,Inflated Amount
CLM0002666,0.071,1,Inflated Amount
CLM0002341,0.481,1,Inflated Amount
CLM0000178,0.962,1,Fake Identity
CLM0002588,0.149,0,Inflated Amount
CLM0001956,0.188,0,Suspicious Pattern
CLM0002005,0.506,1,Duplicate Claim
CLM0001809,0.133,1,Suspicious Pattern
CLM0000607,0.86,0,Fake Identity
CLM0000702,0.763,1,Fake Identity
CLM0002530,0.85,1,Fake Identity
CLM0000559,0.405,0,Fake Identity
CLM0002993,0.647,0,Duplicate Claim
CLM0000856,0.327,1,Inflated Amount
CLM0000226,0.063,0,Duplicate Claim
CLM0001815,0.775,1,Suspicious Pattern
CLM0000844,0.972,0,Fake Identity
CLM0001745,0.286,1,Duplicate Claim
CLM0001349,0.288,0,Suspicious Pattern
CLM0000842,0.207,1,Duplicate Claim
CLM0001469,0.427,0,Fake Identity
CLM0002027,0.376,0,Duplicate Claim
CLM0002285,0.885,1,Fake Identity
CLM0001744,0.79,0,Inflated Amount
CLM0000279,0.881,1,Inflated Amount
CLM0000433,0.919,0,Fake Identity
CLM0000960,0.679,0,Duplicate Claim
CLM0000663,0.643,1,Suspicious Pattern
CLM0002977,0.466,1,Duplicate Claim
CLM0000051,0.083,1,Suspicious Pattern
CLM0002384,0.446,0,Fake Identity
CLM0001634,0.363,0,Suspicious Pattern
CLM0000488,0.378,1,Fake Identity
CLM0001059,0.501,0,Suspicious Pattern
CLM0000636,0.527,1,Fake Identity
CLM0002587,0.216,1,Suspicious Pattern
CLM0000112,0.275,0,Suspicious Pattern
CLM0001188,0.203,1,Suspicious Pattern
CLM0000694,0.736,1,Inflated Amount
CLM0002852,0.964,1,Fake Identity
CLM0000573,0.245,1,Duplicate Claim
CLM0002977,0.864,0,Fake Identity
CLM0000193,0.73,1,Suspicious Pattern
CLM0000386,0.306,0,Fake Identity
CLM0002060,0.525,1,Duplicate Claim
CLM0002695,0.61,0,Duplicate Claim
CLM0000941,0.771,1,Suspicious Pattern
CLM0002055,0.544,0,Duplicate Claim
CLM0000113,0.656,0,Suspicious Pattern
CLM0000016,0.321,1,Fake Identity
CLM0001597,0.123,1,Inflated Amount
CLM0002235,0.06,0,Fake Identity
CLM0001504,0.292,0,Inflated Amount
CLM0001180,0.668,0,Suspicious Pattern
CLM0002755,0.089,1,Duplicate Claim
CLM0001956,0.739,0,Fake Identity
CLM0001584,0.407,0,Duplicate Claim
CLM0001777,0.468,0,Duplicate Claim
CLM0001816,0.213,0,Fake Identity
CLM0002293,0.697,1,Duplicate Claim
CLM0001896,0.97,1,Fake Identity
CLM0000240,0.401,0,Duplicate Claim
CLM0002750,0.116,0,Suspicious Pattern
CLM0001174,0.017,0,Suspicious Pattern
CLM0000838,0.866,0,Fake Identity
CLM0000841,0.705,1,Fake Identity
CLM0000868,0.846,0,Suspicious Pattern
CLM0002191,0.393,0,Fake Identity
CLM0001862,0.633,0,Duplicate Claim
CLM0000942,0.388,1,Fake Identity
CLM0002063,0.329,0,Duplicate Claim
CLM0001356,0.59,0,Suspicious Pattern
CLM0002446,0.218,1,Suspicious Pattern
CLM0000066,0.729,0,Duplicate Claim
CLM0002002,0.634,1,Duplicate Claim
CLM0002622,0.406,0,Fake Identity
CLM0001307,0.285,0,Fake Identity
CLM0002257,0.36,1,Duplicate Claim
CLM0000812,0.311,0,Fake Identity
CLM0001067,0.361,0,Duplicate Claim
CLM0001606,0.016,1,Duplicate Claim
CLM0000958,0.34,1,Suspicious Pattern
CLM0001387,0.541,1,Duplicate Claim
CLM0002201,0.482,0,Inflated Amount
CLM0002405,0.141,0,Duplicate Claim
CLM0001393,0.947,0,Fake Identity
CLM0000748,0.184,1,Duplicate Claim
CLM0002448,0.578,0,Inflated Amount
CLM0001052,0.371,0,Inflated Amount
CLM0000107,0.673,1,Inflated Amount
CLM0001863,0.436,1,Duplicate Claim
CLM0001920,0.041,0,Fake Identity
CLM0000735,0.634,1,Suspicious Pattern
CLM0001182,0.926,1,Inflated Amount
CLM0001277,0.87,0,Duplicate Claim
CLM0001411,0.328,1,Suspicious Pattern
CLM0001709,0.325,1,Fake Identity
CLM0000069,0.588,0,Suspicious Pattern
CLM0001635,0.197,1,Duplicate Claim
CLM0002232,0.628,0,Inflated Amount
CLM0001668,0.801,0,Fake Identity
CLM0001533,0.204,1,Fake Identity
CLM0001481,0.958,0,Fake Identity
CLM0002678,0.503,1,Inflated Amount
CLM0002217,0.218,1,Fake Identity
CLM0002548,0.067,1,Fake Identity
CLM0001889,0.287,0,Fake Identity
CLM0002215,0.473,0,Duplicate Claim
CLM0001148,0.479,0,Fake Identity
CLM0002886,0.204,1,Duplicate Claim
CLM0002376,0.258,1,Fake Identity
CLM0000539,0.678,1,Suspicious Pattern
CLM0002531,0.775,1,Fake Identity
CLM0001307,0.108,0,Duplicate Claim
CLM0000168,0.666,1,Fake Identity
CLM0002703,0.916,1,Duplicate Claim
CLM0000942,0.035,0,Inflated Amount
CLM0001608,0.613,1,Duplicate Claim
CLM0002719,0.583,1,Inflated Amount
CLM0002156,0.236,1,Fake Identity
CLM0002504,0.825,1,Duplicate Claim
CLM0001959,0.007,0,Inflated Amount
CLM0001246,0.929,1,Suspicious Pattern
CLM0002392,0.598,1,Duplicate Claim
CLM0001702,0.491,0,Duplicate Claim
CLM0002031,0.74,1,Duplicate Claim
CLM0002080,0.942,1,Suspicious Pattern
CLM0001274,0.822,1,Inflated Amount
CLM0000432,0.568,1,Inflated Amount
CLM0000823,0.126,0,Inflated Amount
CLM0001991,0.381,1,Fake Identity
CLM0001623,0.873,1,Duplicate Claim
CLM0002557,0.851,1,Fake Identity
CLM0000093,0.42,0,Inflated Amount
CLM0001312,0.473,0,Fake Identity
CLM0002861,0.684,0,Inflated Amount
CLM0002097,0.439,0,Fake Identity
CLM0001136,0.089,0,Suspicious Pattern
CLM0001270,0.73,1,Suspicious Pattern
CLM0002598,0.65,0,Suspicious Pattern
CLM0000386,0.199,1,Suspicious Pattern
CLM0000808,0.803,0,Duplicate Claim
CLM0000062,0.817,1,Duplicate Claim
CLM0001160,0.247,1,Duplicate Claim
CLM0000702,0.141,0,Duplicate Claim
CLM0001206,0.196,1,Inflated Amount
CLM0000502,0.493,1,Duplicate Claim
CLM0000969,0.319,1,Fake Identity
CLM0002063,0.673,1,Suspicious Pattern
CLM0001817,0.521,1,Duplicate Claim
CLM0002240,0.671,1,Fake Identity
CLM0000579,0.221,0,Suspicious Pattern
CLM0000203,0.591,1,Fake Identity
CLM0002016,0.883,0,Suspicious Pattern
CLM0001112,0.584,0,Inflated Amount
CLM0002313,0.689,1,Inflated Amount
CLM0001440,0.95,0,Fake Identity
CLM0001926,0.886,0,Suspicious Pattern
CLM0002260,0.225,0,Inflated Amount
CLM0002662,0.816,1,Inflated Amount
CLM0002668,0.98,1,Suspicious Pattern
CLM0001296,0.789,0,Inflated Amount
CLM0001331,0.129,0,Inflated Amount
CLM0001372,0.62,0,Duplicate Claim
CLM0002347,0.653,0,Duplicate Claim
CLM0000471,0.147,1,Fake Identity
CLM0002695,0.555,0,Fake Identity
CLM0001292,0.923,1,Fake Identity
CLM0000275,0.295,1,Inflated Amount
CLM0002863,0.807,1,Duplicate Claim
CLM0000757,0.643,0,Suspicious Pattern
CLM0000374,0.675,1,Suspicious Pattern
CLM0002112,0.3,1,Suspicious Pattern
CLM0002034,0.757,0,Fake Identity
CLM0001245,0.637,1,Duplicate Claim
CLM0002759,0.524,1,Fake Identity
CLM0001723,0.491,0,Inflated Amount
CLM0001684,0.307,0,Duplicate Claim
CLM0002997,0.202,0,Suspicious Pattern
CLM0001503,0.767,0,Fake Identity
CLM0000234,0.199,0,Duplicate Claim
CLM0000550,0.167,1,Suspicious Pattern
CLM0001790,0.851,0,Duplicate Claim
CLM0002148,0.08,0,Inflated Amount
CLM0002662,0.153,1,Suspicious Pattern
CLM0001380,0.091,0,Duplicate Claim
CLM0001088,0.958,1,Suspicious Pattern
CLM0002644,0.105,1,Suspicious Pattern
CLM0002921,0.006,0,Inflated Amount
CLM0002607,0.612,1,Duplicate Claim
CLM0001969,0.713,0,Suspicious Pattern
CLM0001893,0.178,0,Inflated Amount
CLM0002917,0.349,1,Duplicate Claim
CLM0000500,0.31,0,Suspicious Pattern
CLM0000210,0.724,1,Fake Identity
CLM0002482,0.394,1,Inflated Amount
CLM0001538,0.529,1,Duplicate Claim
CLM0001516,0.776,0,Suspicious Pattern
CLM0000970,0.493,1,Suspicious Pattern
CLM0001585,0.726,1,Inflated Amount
CLM0002492,0.567,1,Inflated Amount
CLM0000265,0.713,1,Inflated Amount
CLM0001303,0.091,0,Suspicious Pattern
CLM0000054,0.978,1,Fake Identity
CLM0000042,0.087,1,Duplicate Claim
CLM0000197,0.636,0,Fake Identity
CLM0001843,0.023,1,Inflated Amount
CLM0001647,0.517,1,Duplicate Claim
CLM0002001,0.096,0,Inflated Amount
CLM0001004,0.09,0,Duplicate Claim
CLM0001288,0.285,1,Inflated Amount
CLM0000551,0.242,0,Suspicious Pattern
CLM0002687,0.137,1,Fake Identity
CLM0001303,0.579,1,Suspicious Pattern
CLM0001593,0.885,0,Inflated Amount
CLM0000877,0.917,0,Inflated Amount
CLM0000602,0.29,1,Duplicate Claim
CLM0000957,0.865,0,Fake Identity
CLM0000166,0.968,0,Inflated Amount
CLM0001579,0.312,0,Fake Identity
CLM0001202,0.937,1,Fake Identity
CLM0000969,0.426,0,Suspicious Pattern
CLM0001574,0.464,1,Suspicious Pattern
CLM0002822,0.48,1,Duplicate Claim
CLM0000773,0.731,1,Duplicate Claim
CLM0001482,0.261,1,Duplicate Claim
CLM0001350,0.24,0,Suspicious Pattern
CLM0001933,0.63,0,Fake Identity
CLM0001446,0.558,0,Inflated Amount
CLM0002960,0.071,1,Duplicate Claim
CLM0001105,0.903,0,Fake Identity
CLM0002464,0.291,1,Suspicious Pattern
CLM0001668,0.751,1,Fake Identity
CLM0001207,0.578,1,Inflated Amount
CLM0002867,0.572,0,Fake Identity
CLM0002332,0.859,0,Suspicious Pattern
CLM0002813,0.88,0,Duplicate Claim
CLM0002438,0.56,1,Duplicate Claim
CLM0001796,0.428,0,Duplicate Claim
CLM0002304,0.62,0,Duplicate Claim
CLM0002677,0.12,0,Duplicate Claim
CLM0000879,0.42,0,Fake Identity
CLM0001928,0.662,0,Duplicate Claim
CLM0002333,0.763,0,Duplicate Claim
CLM0001470,0.721,0,Suspicious Pattern
CLM0000380,0.175,0,Duplicate Claim
CLM0002862,0.612,1,Duplicate Claim
CLM0001519,0.09,0,Inflated Amount
CLM0001199,0.596,1,Fake Identity
CLM0001027,0.746,1,Fake Identity
CLM0002545,0.631,1,Duplicate Claim
CLM0001929,0.625,1,Inflated Amount
CLM0000474,0.653,1,Inflated Amount
CLM0000652,0.418,1,Inflated Amount
CLM0000651,0.385,0,Suspicious Pattern
CLM0002918,0.445,1,Duplicate Claim
CLM0000026,0.211,1,Inflated Amount
CLM0001721,0.454,0,Inflated Amount
CLM0001107,0.905,0,Duplicate Claim
CLM0000592,0.291,0,Duplicate Claim
CLM0000060,0.431,0,Inflated Amount
CLM0000901,0.646,1,Fake Identity
CLM0001728,0.767,0,Duplicate Claim
CLM0001781,0.009,0,Fake Identity
CLM0002185,0.664,1,Fake Identity
CLM0001183,0.143,0,Fake Identity
CLM0001789,0.744,0,Duplicate Claim
CLM0000765,0.136,0,Fake Identity
CLM0002518,0.75,0,Duplicate Claim
CLM0000682,0.946,0,Duplicate Claim
CLM0001616,0.224,0,Fake Identity
CLM0000404,0.009,1,Inflated Amount
CLM0000077,0.111,1,Inflated Amount
CLM0001326,0.919,1,Duplicate Claim
CLM0001727,0.47,0,Fake Identity
CLM0002833,0.538,1,Fake Identity
CLM0002709,0.153,0,Suspicious Pattern
CLM0000818,0.987,0,Inflated Amount
CLM0002704,0.182,0,Fake Identity
CLM0000893,0.602,1,Duplicate Claim
CLM0001239,0.569,1,Duplicate Claim
CLM0001547,0.065,0,Fake Identity
CLM0001466,0.996,1,Suspicious Pattern
CLM0002799,0.55,0,Inflated Amount
CLM0002038,0.156,0,Fake Identity
CLM0002413,0.755,0,Duplicate Claim
CLM0001755,0.392,1,Suspicious Pattern
CLM0002481,0.67,1,Suspicious Pattern
CLM0001785,0.223,0,Duplicate Claim
CLM0000155,0.922,0,Duplicate Claim
CLM0001690,0.041,1,Inflated Amount
CLM0001500,0.02,0,Duplicate Claim
CLM0002156,0.865,0,Duplicate Claim
CLM0000865,0.544,0,Fake Identity
CLM0002618,0.342,1,Fake Identity
CLM0001125,0.141,0,Suspicious Pattern
CLM0002131,0.06,0,Inflated Amount
CLM0001032,0.295,0,Inflated Amount
CLM0001876,0.811,1,Fake Identity
CLM0000860,0.192,1,Duplicate Claim
CLM0002584,0.979,1,Suspicious Pattern
CLM0001724,0.792,0,Duplicate Claim
CLM0002570,0.012,0,Duplicate Claim
CLM0000888,0.55,0,Fake Identity
CLM0002828,0.396,0,Duplicate Claim
CLM0002363,0.444,1,Fake Identity
CLM0002898,0.444,1,Inflated Amount
CLM0001151,0.851,0,Suspicious Pattern
CLM0002152,0.686,0,Duplicate Claim
CLM0000791,0.291,1,Suspicious Pattern
CLM0001725,0.516,1,Fake Identity
CLM0001958,0.487,0,Suspicious Pattern
CLM0001248,0.287,1,Duplicate Claim
CLM0000862,0.62,1,Fake Identity
CLM0000117,0.632,0,Duplicate Claim
CLM0001845,0.107,0,Inflated Amount
CLM0000698,0.089,1,Inflated Amount
CLM0002813,0.03,0,Fake Identity
CLM0002343,0.592,0,Fake Identity
CLM0002143,0.996,1,Suspicious Pattern
CLM0000784,0.909,1,Inflated Amount
CLM0000525,0.461,0,Fake Identity
CLM0002168,0.319,0,Suspicious Pattern
CLM0002908,0.733,0,Inflated Amount
CLM0001123,0.335,1,Duplicate Claim
CLM0000694,0.035,0,Inflated Amount
CLM0001271,0.517,0,Duplicate Claim
CLM0001276,0.321,0,Fake Identity
CLM0000178,0.044,1,Suspicious Pattern
CLM0001309,0.76,0,Inflated Amount
CLM0000211,0.573,0,Duplicate Claim
CLM0000644,0.349,0,Inflated Amount
CLM0000768,0.417,0,Duplicate Claim
CLM0002495,0.078,1,Fake Identity
CLM0002196,0.124,1,Fake Identity
CLM0000462,0.419,1,Inflated Amount
CLM0002067,0.151,0,Duplicate Claim
CLM0002727,0.19,1,Fake Identity
CLM0002567,0.369,1,Suspicious Pattern
CLM0000283,0.524,0,Suspicious Pattern
CLM0000116,0.558,1,Duplicate Claim
CLM0002657,0.49,0,Fake Identity
CLM0001661,0.073,0,Duplicate Claim
CLM0000254,0.08,0,Duplicate Claim
CLM0001828,0.206,1,Suspicious Pattern
CLM0001124,0.876,1,Duplicate Claim
CLM0000024,0.112,1,Suspicious Pattern
CLM0000064,0.722,1,Duplicate Claim
CLM0001275,0.819,0,Fake Identity
CLM0002530,0.105,1,Suspicious Pattern
CLM0000609,0.597,0,Duplicate Claim
CLM0001177,0.769,0,Duplicate Claim
CLM0000854,0.803,0,Inflated Amount
CLM0000961,0.029,1,Fake Identity
CLM0002854,0.535,0,Inflated Amount
CLM0000860,0.186,0,Inflated Amount
CLM0000656,0.889,0,Duplicate Claim
CLM0000431,0.465,0,Suspicious Pattern
CLM0001813,0.416,0,Inflated Amount
CLM0002446,0.207,0,Suspicious Pattern
CLM0000737,0.196,0,Duplicate Claim
CLM0000682,0.991,0,Inflated Amount
CLM0000789,0.068,1,Fake Identity
CLM0002451,0.042,1,Fake Identity
CLM0001027,0.266,1,Inflated Amount
CLM0002387,0.367,1,Inflated Amount
CLM0000911,0.388,1,Fake Identity
CLM0000658,0.192,0,Duplicate Claim
CLM0000825,0.939,0,Suspicious Pattern
CLM0000315,0.902,0,Suspicious Pattern
CLM0000827,0.497,1,Inflated Amount
CLM0000111,0.754,0,Duplicate Claim
CLM0002262,0.225,1,Suspicious Pattern
CLM0002679,0.855,1,Duplicate Claim
CLM0002726,0.412,1,Duplicate Claim
CLM0001075,0.134,0,Fake Identity
CLM0002260,0.793,0,Fake Identity
CLM0001897,0.481,0,Inflated Amount
CLM0001507,0.607,1,Inflated Amount
CLM0002107,0.917,0,Fake Identity
CLM0002037,0.572,0,Duplicate Claim
CLM0002406,0.266,1,Suspicious Pattern
CLM0002570,0.343,1,Suspicious Pattern
CLM0002337,0.856,1,Inflated Amount
CLM0000727,0.813,1,Inflated Amount
CLM0002207,0.74,1,Fake Identity
CLM0001936,0.129,0,Inflated Amount
CLM0001828,0.194,0,Suspicious Pattern
CLM0000727,0.703,1,Inflated Amount
CLM0001996,0.278,1,Inflated Amount
CLM0002093,0.711,1,Duplicate Claim
CLM0000025,0.693,0,Fake Identity
CLM0000368,0.589,1,Duplicate Claim
CLM0001432,0.988,1,Fake Identity
CLM0000219,0.874,1,Duplicate Claim
CLM0000993,0.121,0,Inflated Amount
CLM0001939,0.733,0,Duplicate Claim
CLM0001473,0.849,0,Suspicious Pattern
CLM0002461,0.872,0,Duplicate Claim
CLM0001117,0.514,0,Suspicious Pattern
CLM0000301,0.858,1,Suspicious Pattern
CLM0001726,0.854,1,Fake Identity
CLM0000299,0.554,0,Suspicious Pattern
CLM0001639,0.541,1,Suspicious Pattern
CLM0001980,0.615,1,Suspicious Pattern
CLM0001561,0.157,0,Inflated Amount
CLM0001633,0.739,1,Fake Identity
CLM0001826,0.89,1,Inflated Amount
CLM0002729,0.56,0,Suspicious Pattern
CLM0000142,0.737,0,Suspicious Pattern
CLM0001904,0.522,0,Inflated Amount
CLM0002300,0.562,0,Inflated Amount
CLM0001554,0.577,1,Duplicate Claim
CLM0000916,0.256,0,Duplicate Claim
CLM0000199,0.765,0,Suspicious Pattern
CLM0000798,0.417,1,Inflated Amount
CLM0001181,0.06,0,Fake Identity
CLM0000877,0.485,1,Fake Identity
CLM0002188,0.124,1,Suspicious Pattern
CLM0001941,0.799,1,Duplicate Claim
CLM0001482,0.171,0,Suspicious Pattern
CLM0001570,0.903,0,Fake Identity
CLM0000609,0.888,1,Inflated Amount
CLM0000070,0.888,1,Suspicious Pattern
CLM0002748,0.317,0,Fake Identity
CLM0001877,0.317,0,Inflated Amount
CLM0001401,0.362,0,Fake Identity
CLM0001720,0.881,0,Duplicate Claim
CLM0000699,0.381,1,Fake Identity
CLM0003000,0.566,1,Suspicious Pattern
CLM0001116,0.971,1,Duplicate Claim
CLM0000826,0.698,1,Suspicious Pattern
CLM0002377,0.797,1,Fake Identity
CLM0000213,0.459,0,Duplicate Claim
CLM0002410,0.757,0,Suspicious Pattern
CLM0000311,0.799,0,Fake Identity
CLM0000720,0.683,1,Inflated Amount
CLM0000851,0.999,1,Fake Identity
CLM0002934,0.079,1,Fake Identity
CLM0000288,0.832,1,Suspicious Pattern
CLM0001804,0.217,1,Fake Identity
