date,inflation_rate,unemployment_rate,interest_rate
2024-01-14,1.94,6.22,8.67
2024-01-15,8.01,5.74,6.98
2024-01-16,13.29,8.7,3.07
2024-01-17,4.93,4.48,4.91
2024-01-18,7.31,8.28,5.85
2024-01-19,6.64,11.57,3.33
2024-01-20,1.68,6.72,9.43
2024-01-21,13.16,7.11,1.53
2024-01-22,11.62,9.28,8.42
2024-01-23,2.34,7.07,4.55
2024-01-24,2.85,3.44,9.48
2024-01-25,1.15,8.11,5.56
2024-01-26,14.8,7.09,7.43
2024-01-27,6.83,11.51,7.48
2024-01-28,14.03,2.93,7.13
2024-01-29,6.88,7.36,0.97
2024-01-30,2.45,8.17,6.41
2024-01-31,5.81,8.2,9.0
2024-02-01,6.86,2.6,8.51
2024-02-02,3.47,5.28,9.19
2024-02-03,1.75,4.63,4.72
2024-02-04,5.43,8.8,4.82
2024-02-05,8.55,9.35,8.18
2024-02-06,4.57,4.09,3.38
2024-02-07,14.42,10.26,7.77
2024-02-08,7.74,6.85,5.29
2024-02-09,2.82,4.63,3.01
2024-02-10,6.79,5.0,6.61
2024-02-11,10.91,4.64,3.31
2024-02-12,7.82,8.04,6.88
2024-02-13,5.64,7.27,5.91
2024-02-14,2.49,11.39,7.36
2024-02-15,7.43,4.74,6.19
2024-02-16,2.36,5.19,7.7
2024-02-17,6.19,2.06,9.96
2024-02-18,2.63,4.98,4.94
2024-02-19,10.47,4.51,6.18
2024-02-20,11.82,6.02,1.47
2024-02-21,4.41,6.96,9.53
2024-02-22,2.05,8.7,6.17
2024-02-23,5.86,3.92,1.48
2024-02-24,8.85,7.56,4.3
2024-02-25,11.75,9.29,1.27
2024-02-26,6.64,4.41,5.22
2024-02-27,6.12,5.51,3.13
2024-02-28,13.72,4.05,3.73
2024-02-29,7.3,3.11,1.16
2024-03-01,7.26,9.56,7.74
2024-03-02,6.74,4.4,8.49
2024-03-03,6.09,5.68,1.83
2024-03-04,11.2,4.48,7.63
2024-03-05,4.94,2.44,1.72
2024-03-06,6.3,9.29,1.31
2024-03-07,4.95,8.43,1.58
2024-03-08,8.98,6.76,0.8
2024-03-09,14.45,8.74,4.07
2024-03-10,6.46,10.46,9.55
2024-03-11,14.55,8.18,9.04
2024-03-12,10.19,11.07,3.65
2024-03-13,12.14,4.01,8.05
2024-03-14,5.66,10.83,8.33
2024-03-15,4.14,7.42,1.94
2024-03-16,9.08,10.42,2.68
2024-03-17,14.87,9.44,7.06
2024-03-18,10.94,2.58,3.01
2024-03-19,10.54,10.38,9.41
2024-03-20,7.3,5.37,2.69
2024-03-21,13.31,6.23,8.09
2024-03-22,10.76,2.11,7.7
2024-03-23,10.45,9.59,5.29
2024-03-24,5.1,6.67,3.0
2024-03-25,14.41,11.4,0.82
2024-03-26,4.51,4.81,8.37
2024-03-27,8.33,6.96,4.09
2024-03-28,5.75,6.11,3.73
2024-03-29,3.53,9.92,0.92
2024-03-30,3.02,7.36,1.94
2024-03-31,5.1,6.6,4.0
2024-04-01,10.65,11.47,7.06
2024-04-02,14.65,5.78,2.47
2024-04-03,12.95,6.9,2.05
2024-04-04,4.05,7.54,2.99
2024-04-05,2.1,2.54,3.19
2024-04-06,10.61,7.27,4.39
2024-04-07,1.42,5.36,3.93
2024-04-08,13.03,8.5,1.2
2024-04-09,12.56,8.44,6.37
2024-04-10,12.11,9.11,1.74
2024-04-11,8.73,5.99,8.75
2024-04-12,14.63,3.05,8.67
2024-04-13,7.42,6.39,1.19
2024-04-14,14.81,7.52,4.42
2024-04-15,13.35,2.25,5.03
2024-04-16,2.77,7.47,9.96
2024-04-17,13.53,5.99,2.89
2024-04-18,5.27,6.78,6.54
2024-04-19,11.76,5.03,4.84
2024-04-20,1.0,6.92,7.8
2024-04-21,4.86,10.82,2.86
2024-04-22,11.62,9.88,6.97
2024-04-23,14.61,8.16,1.73
2024-04-24,3.39,8.27,0.64
2024-04-25,7.43,10.95,0.67
2024-04-26,9.22,6.8,5.18
2024-04-27,14.34,7.39,7.82
2024-04-28,7.35,10.6,5.99
2024-04-29,14.07,9.55,0.85
2024-04-30,14.69,6.33,5.74
2024-05-01,14.18,5.05,1.58
2024-05-02,11.48,7.18,9.67
2024-05-03,2.77,3.21,3.85
2024-05-04,9.43,8.8,5.28
2024-05-05,11.55,6.64,3.72
2024-05-06,14.37,7.95,4.94
2024-05-07,11.89,10.46,9.61
2024-05-08,8.55,5.56,2.98
2024-05-09,3.87,6.97,7.32
2024-05-10,7.4,7.56,7.68
2024-05-11,9.94,4.8,2.31
2024-05-12,5.54,4.75,7.43
2024-05-13,7.39,7.26,6.66
2024-05-14,1.24,4.57,3.26
2024-05-15,13.31,10.61,5.47
2024-05-16,1.49,11.95,6.1
2024-05-17,6.73,4.11,8.45
2024-05-18,8.15,7.75,1.69
2024-05-19,14.61,3.45,9.73
2024-05-20,14.09,3.86,7.81
2024-05-21,10.05,9.66,5.58
2024-05-22,9.18,4.0,7.87
2024-05-23,6.13,9.49,7.47
2024-05-24,1.58,6.04,4.87
2024-05-25,4.75,6.79,3.69
2024-05-26,12.87,4.59,9.89
2024-05-27,10.08,7.49,8.9
2024-05-28,12.4,5.32,9.53
2024-05-29,12.72,3.75,0.96
2024-05-30,1.87,3.39,8.24
2024-05-31,5.72,12.0,8.97
2024-06-01,10.46,5.46,5.03
2024-06-02,12.94,10.05,8.96
2024-06-03,12.22,5.41,1.46
2024-06-04,6.91,8.23,1.07
2024-06-05,14.05,10.41,3.27
2024-06-06,5.21,8.96,0.75
2024-06-07,6.26,2.69,7.0
2024-06-08,3.54,3.93,9.31
2024-06-09,4.18,10.74,3.3
2024-06-10,1.12,6.71,6.77
2024-06-11,5.32,7.98,4.95
2024-06-12,5.29,2.24,2.92
2024-06-13,1.94,6.87,9.23
2024-06-14,5.77,6.31,9.6
2024-06-15,5.22,8.86,1.78
2024-06-16,12.19,4.74,7.79
2024-06-17,3.19,9.44,2.29
2024-06-18,11.15,8.71,5.14
2024-06-19,2.82,7.1,3.93
2024-06-20,7.95,5.76,2.82
2024-06-21,11.31,5.02,6.92
2024-06-22,9.49,7.35,8.63
2024-06-23,10.04,7.77,7.92
2024-06-24,3.89,6.48,7.36
2024-06-25,12.58,5.21,1.13
2024-06-26,14.33,10.8,1.43
2024-06-27,3.16,5.1,4.92
2024-06-28,13.44,8.72,5.78
2024-06-29,6.57,11.05,7.37
2024-06-30,10.78,8.47,3.88
2024-07-01,8.09,5.66,0.72
2024-07-02,12.11,4.97,0.84
2024-07-03,1.63,10.53,8.62
2024-07-04,5.53,6.9,1.72
2024-07-05,1.66,7.93,9.4
2024-07-06,14.18,7.96,3.66
2024-07-07,3.38,7.34,6.04
2024-07-08,6.94,11.31,2.1
2024-07-09,9.98,11.31,4.81
2024-07-10,7.46,2.4,8.82
2024-07-11,8.51,7.06,9.85
2024-07-12,3.86,7.66,7.78
2024-07-13,1.94,11.26,7.76
2024-07-14,4.6,2.7,8.91
2024-07-15,5.44,9.89,2.83
2024-07-16,6.82,8.42,7.49
2024-07-17,5.14,9.32,5.8
2024-07-18,1.5,4.92,2.99
2024-07-19,2.32,9.47,1.03
2024-07-20,10.43,4.83,2.41
2024-07-21,1.88,8.76,6.68
2024-07-22,1.65,9.87,5.91
2024-07-23,12.37,9.83,1.16
2024-07-24,1.58,7.44,5.84
2024-07-25,1.96,6.14,4.21
2024-07-26,8.69,4.44,0.64
2024-07-27,7.2,2.33,9.14
2024-07-28,14.5,2.49,2.95
2024-07-29,14.12,6.19,5.76
2024-07-30,10.24,2.95,6.1
2024-07-31,2.01,3.12,5.24
2024-08-01,8.04,3.95,2.78
2024-08-02,1.63,6.81,4.37
2024-08-03,13.71,7.92,3.26
2024-08-04,10.24,8.94,4.62
2024-08-05,9.03,6.86,1.29
2024-08-06,6.99,8.65,2.08
2024-08-07,8.14,10.62,1.81
2024-08-08,6.6,5.74,6.15
2024-08-09,2.39,8.88,6.73
2024-08-10,10.25,8.59,9.18
2024-08-11,14.95,8.36,2.99
2024-08-12,2.57,7.83,4.24
2024-08-13,14.92,9.26,6.41
2024-08-14,13.59,10.19,9.73
2024-08-15,13.52,5.92,4.22
2024-08-16,12.64,8.55,3.25
2024-08-17,13.93,4.49,4.18
2024-08-18,4.45,9.56,3.44
2024-08-19,7.12,10.8,1.31
2024-08-20,7.72,9.61,3.79
2024-08-21,1.95,6.91,6.06
2024-08-22,14.73,3.33,2.24
2024-08-23,10.65,10.73,8.42
2024-08-24,7.32,10.15,7.49
2024-08-25,14.89,8.98,5.81
2024-08-26,4.81,10.51,7.51
2024-08-27,5.72,7.33,3.51
2024-08-28,3.67,11.91,2.4
2024-08-29,3.61,10.37,8.5
2024-08-30,3.64,3.64,8.28
2024-08-31,9.55,6.02,7.49
2024-09-01,5.12,3.7,2.93
2024-09-02,14.32,4.24,3.76
2024-09-03,12.43,7.01,4.12
2024-09-04,3.26,5.61,2.25
2024-09-05,12.68,11.1,7.72
2024-09-06,5.84,2.0,2.25
2024-09-07,4.19,2.1,2.61
2024-09-08,11.95,11.2,0.96
2024-09-09,13.0,4.39,6.8
2024-09-10,14.45,2.02,9.33
2024-09-11,6.88,6.38,5.1
2024-09-12,8.87,3.96,9.03
2024-09-13,9.61,2.53,8.49
2024-09-14,9.79,7.3,8.05
2024-09-15,6.63,3.4,2.09
2024-09-16,3.13,10.37,4.08
2024-09-17,1.99,5.02,6.81
2024-09-18,13.68,4.22,3.77
2024-09-19,6.13,9.4,7.25
2024-09-20,3.53,10.49,3.23
2024-09-21,14.77,2.93,4.23
2024-09-22,12.24,3.52,7.45
2024-09-23,14.74,6.75,1.62
2024-09-24,4.9,7.9,7.97
2024-09-25,7.49,2.83,7.27
2024-09-26,12.32,5.75,4.77
2024-09-27,8.73,10.98,4.66
2024-09-28,5.97,10.76,9.11
2024-09-29,3.22,5.11,7.3
2024-09-30,8.86,4.27,6.39
2024-10-01,9.38,7.83,8.71
2024-10-02,11.09,2.96,3.65
2024-10-03,12.07,4.33,3.22
2024-10-04,2.65,3.67,2.49
2024-10-05,9.79,4.08,5.44
2024-10-06,11.94,4.15,9.89
2024-10-07,6.45,8.27,9.32
2024-10-08,4.86,6.88,4.83
2024-10-09,7.72,10.62,1.56
2024-10-10,5.34,9.36,8.81
2024-10-11,8.14,6.99,9.26
2024-10-12,5.32,5.07,2.13
2024-10-13,6.92,10.32,8.89
2024-10-14,13.81,2.8,4.74
2024-10-15,13.83,8.81,0.61
2024-10-16,14.89,3.13,9.46
2024-10-17,7.81,7.33,0.91
2024-10-18,3.35,11.02,0.83
2024-10-19,13.45,4.38,9.65
2024-10-20,9.36,2.79,2.54
2024-10-21,11.47,5.39,5.78
2024-10-22,3.28,6.78,9.46
2024-10-23,5.48,9.25,9.43
2024-10-24,4.85,2.3,2.15
2024-10-25,8.84,3.31,5.38
2024-10-26,14.96,6.11,0.57
2024-10-27,9.57,2.95,1.36
2024-10-28,9.02,11.56,9.51
2024-10-29,11.63,7.11,4.44
2024-10-30,5.6,5.77,1.93
2024-10-31,4.54,11.8,6.5
2024-11-01,12.73,8.46,2.15
2024-11-02,14.45,7.16,9.81
2024-11-03,6.9,4.41,6.87
2024-11-04,1.58,4.53,4.0
2024-11-05,3.51,5.62,4.12
2024-11-06,13.0,9.51,9.21
2024-11-07,2.7,10.16,9.0
2024-11-08,11.68,3.92,9.52
2024-11-09,9.68,10.17,4.81
2024-11-10,11.17,5.31,8.58
2024-11-11,4.59,4.0,5.11
2024-11-12,1.26,3.95,6.51
2024-11-13,1.56,6.63,5.32
2024-11-14,11.15,9.67,6.28
2024-11-15,9.59,7.71,5.34
2024-11-16,12.77,6.65,1.97
2024-11-17,6.59,2.18,1.53
2024-11-18,8.78,7.64,9.44
2024-11-19,11.97,8.75,5.34
2024-11-20,7.95,2.98,9.45
2024-11-21,14.91,11.56,7.02
2024-11-22,11.4,2.92,1.35
2024-11-23,10.57,8.91,2.41
2024-11-24,12.22,7.25,7.79
2024-11-25,11.88,10.84,2.19
2024-11-26,4.08,6.14,0.57
2024-11-27,3.95,7.09,1.56
2024-11-28,9.49,7.53,5.03
2024-11-29,7.1,10.75,2.05
2024-11-30,13.2,10.0,0.93
2024-12-01,5.06,4.8,7.56
2024-12-02,5.63,11.55,9.74
2024-12-03,3.33,9.53,9.8
2024-12-04,14.74,2.12,9.05
2024-12-05,2.62,3.84,0.68
2024-12-06,14.76,10.56,2.78
2024-12-07,10.89,8.46,1.81
2024-12-08,2.25,4.58,6.58
2024-12-09,3.13,3.71,8.57
2024-12-10,5.58,3.47,5.93
2024-12-11,4.64,5.18,3.79
2024-12-12,14.62,10.99,9.16
2024-12-13,9.59,5.52,5.3
2024-12-14,2.04,8.61,2.16
2024-12-15,8.36,3.12,5.57
2024-12-16,13.56,7.31,0.67
2024-12-17,6.83,5.43,0.87
2024-12-18,10.33,3.61,6.46
2024-12-19,11.82,9.98,7.37
2024-12-20,3.59,10.16,1.81
2024-12-21,12.98,5.06,5.57
2024-12-22,7.28,8.54,7.84
2024-12-23,1.79,5.94,8.88
2024-12-24,13.3,2.44,5.0
2024-12-25,8.9,6.28,1.66
2024-12-26,3.78,7.76,1.16
2024-12-27,5.44,4.99,8.64
2024-12-28,8.97,11.49,1.24
2024-12-29,6.24,7.58,8.27
2024-12-30,4.27,5.71,4.65
2024-12-31,7.71,9.35,4.65
2025-01-01,3.59,5.41,5.43
2025-01-02,4.44,2.25,1.79
2025-01-03,12.57,2.08,7.55
2025-01-04,4.2,5.02,3.35
2025-01-05,10.74,3.56,6.18
2025-01-06,4.51,5.52,0.55
2025-01-07,3.97,9.7,3.17
2025-01-08,4.52,5.09,0.88
2025-01-09,7.56,7.6,3.48
2025-01-10,3.05,11.2,1.7
2025-01-11,2.49,8.98,1.17
2025-01-12,11.59,7.62,8.56
2025-01-13,1.33,10.67,3.97
2025-01-14,6.4,5.31,8.34
2025-01-15,6.54,3.98,8.98
2025-01-16,13.5,9.47,5.31
2025-01-17,11.84,2.59,5.89
2025-01-18,8.15,6.24,6.64
2025-01-19,7.72,4.87,6.62
2025-01-20,8.92,11.71,5.54
2025-01-21,6.01,5.77,6.15
2025-01-22,10.81,8.63,4.69
2025-01-23,10.6,4.68,9.2
2025-01-24,9.05,11.83,7.35
2025-01-25,1.81,3.8,3.49
2025-01-26,2.78,11.07,3.68
2025-01-27,1.55,6.45,4.82
2025-01-28,11.06,6.27,0.8
2025-01-29,7.69,9.01,9.92
2025-01-30,14.37,2.93,4.94
2025-01-31,14.33,7.47,7.86
2025-02-01,12.17,4.2,2.0
2025-02-02,7.2,3.57,6.29
2025-02-03,5.43,10.77,4.13
2025-02-04,3.81,11.97,8.95
2025-02-05,4.25,11.71,9.36
2025-02-06,14.86,10.21,6.44
2025-02-07,8.42,11.2,1.08
2025-02-08,1.17,11.24,4.93
2025-02-09,1.62,3.76,0.66
2025-02-10,7.42,2.86,5.42
2025-02-11,7.21,3.27,5.26
2025-02-12,6.68,3.63,4.46
2025-02-13,12.53,10.22,3.7
2025-02-14,10.84,11.41,6.0
2025-02-15,2.5,5.52,2.18
2025-02-16,6.08,2.34,0.75
2025-02-17,9.35,5.07,7.97
2025-02-18,6.35,9.06,7.96
2025-02-19,3.92,11.43,6.0
2025-02-20,9.79,6.5,8.39
2025-02-21,9.43,5.36,5.37
2025-02-22,14.64,8.53,0.56
2025-02-23,8.85,4.11,1.91
2025-02-24,13.24,9.66,4.87
2025-02-25,14.29,6.14,8.69
2025-02-26,7.09,11.77,2.64
2025-02-27,1.74,11.34,0.82
2025-02-28,3.01,8.65,4.42
2025-03-01,8.06,8.48,1.13
2025-03-02,13.5,3.23,5.73
2025-03-03,10.16,4.81,1.03
2025-03-04,3.82,10.62,0.66
2025-03-05,10.81,5.63,9.46
2025-03-06,13.52,6.24,6.82
2025-03-07,1.42,10.4,1.64
2025-03-08,4.4,6.27,5.78
2025-03-09,3.14,10.5,2.95
2025-03-10,11.98,2.69,7.73
2025-03-11,13.48,8.91,8.23
2025-03-12,8.76,2.63,5.32
2025-03-13,12.87,9.9,4.39
2025-03-14,10.2,7.52,3.51
2025-03-15,10.19,7.56,0.81
2025-03-16,9.12,5.77,5.83
2025-03-17,1.7,11.03,5.33
2025-03-18,14.12,7.09,2.52
2025-03-19,5.98,4.6,5.55
2025-03-20,12.24,10.24,4.94
2025-03-21,12.34,11.48,2.98
2025-03-22,14.52,4.42,7.56
2025-03-23,5.57,8.05,2.84
2025-03-24,14.96,7.89,4.78
2025-03-25,5.21,8.1,5.57
2025-03-26,7.32,7.64,8.21
2025-03-27,10.89,3.0,4.5
2025-03-28,3.17,6.12,2.47
2025-03-29,4.73,11.86,0.64
2025-03-30,11.19,2.88,2.89
2025-03-31,14.64,8.7,7.63
2025-04-01,11.26,10.94,8.29
2025-04-02,13.07,4.01,6.21
2025-04-03,1.52,10.02,9.51
2025-04-04,9.08,4.42,5.46
2025-04-05,13.8,2.3,5.05
2025-04-06,10.55,7.21,8.41
2025-04-07,10.47,9.11,2.09
2025-04-08,3.84,3.97,0.64
2025-04-09,13.06,2.7,8.88
2025-04-10,13.11,7.53,5.57
2025-04-11,9.6,3.48,7.58
2025-04-12,6.97,3.84,6.47
2025-04-13,12.54,9.03,6.81
2025-04-14,7.51,8.12,6.08
2025-04-15,12.52,11.47,7.39
2025-04-16,7.79,5.23,1.58
2025-04-17,9.12,4.14,2.88
2025-04-18,11.47,8.56,5.05
2025-04-19,4.71,11.72,7.31
2025-04-20,4.46,7.53,3.43
2025-04-21,10.35,4.94,8.17
2025-04-22,14.35,11.1,1.12
2025-04-23,7.24,8.1,8.01
2025-04-24,13.57,4.13,7.14
2025-04-25,8.25,11.5,1.12
2025-04-26,14.64,4.73,0.8
2025-04-27,12.09,10.98,8.48
2025-04-28,13.03,8.15,1.88
2025-04-29,10.51,7.03,2.91
2025-04-30,13.16,5.33,9.01
2025-05-01,9.3,3.19,3.76
2025-05-02,8.94,4.45,5.54
2025-05-03,13.23,5.31,0.79
2025-05-04,1.21,4.89,5.91
2025-05-05,7.7,2.73,7.28
2025-05-06,13.18,7.8,5.87
2025-05-07,3.75,6.75,8.18
2025-05-08,14.41,3.06,7.88
2025-05-09,11.37,6.64,5.05
2025-05-10,11.67,2.79,6.63
2025-05-11,10.32,11.32,3.13
2025-05-12,7.26,4.59,3.91
2025-05-13,7.45,9.25,6.41
2025-05-14,12.75,4.51,6.77
2025-05-15,2.95,6.75,1.31
2025-05-16,8.31,11.33,8.28
2025-05-17,5.34,10.72,6.55
2025-05-18,14.78,9.79,3.61
2025-05-19,1.05,9.9,2.65
2025-05-20,1.89,10.23,6.23
2025-05-21,14.54,9.43,7.11
2025-05-22,8.61,10.97,9.32
2025-05-23,2.94,5.5,2.26
2025-05-24,7.28,7.26,5.28
2025-05-25,5.52,8.46,9.57
2025-05-26,13.76,3.98,9.14
2025-05-27,10.63,7.03,5.04
2025-05-28,2.83,3.24,5.74
2025-05-29,8.51,8.12,9.21
2025-05-30,2.88,2.98,0.81
2025-05-31,10.31,7.03,9.77
2025-06-01,11.18,6.62,9.78
2025-06-02,8.87,3.12,9.47
2025-06-03,14.52,6.39,9.67
2025-06-04,14.22,8.78,3.39
2025-06-05,3.88,7.95,0.85
2025-06-06,1.0,6.58,3.2
2025-06-07,10.28,5.65,3.78
2025-06-08,7.66,2.57,3.85
2025-06-09,5.69,11.56,6.96
2025-06-10,13.84,6.03,8.7
2025-06-11,14.7,6.16,2.61
2025-06-12,14.03,3.28,4.75
2025-06-13,8.0,7.33,4.1
2025-06-14,10.85,11.79,7.76
2025-06-15,3.4,4.53,3.52
2025-06-16,14.31,5.13,1.03
2025-06-17,4.97,4.36,3.67
2025-06-18,3.7,10.67,3.86
2025-06-19,1.84,6.75,8.31
2025-06-20,8.71,10.24,5.7
2025-06-21,14.28,10.5,5.47
2025-06-22,2.9,9.49,6.19
2025-06-23,2.69,4.61,5.83
2025-06-24,4.82,2.35,6.98
2025-06-25,10.32,3.43,9.09
2025-06-26,8.67,8.97,8.83
2025-06-27,2.35,9.41,5.21
2025-06-28,7.19,9.66,8.54
2025-06-29,1.94,4.44,8.7
2025-06-30,12.93,3.53,8.0
2025-07-01,2.5,11.23,0.9
2025-07-02,7.6,8.64,6.79
2025-07-03,8.15,9.42,3.48
2025-07-04,8.42,2.94,8.8
2025-07-05,9.53,6.12,3.2
2025-07-06,10.82,2.63,9.23
2025-07-07,1.06,8.58,6.34
2025-07-08,1.43,6.89,6.63
2025-07-09,9.56,6.51,8.93
2025-07-10,3.55,11.03,9.86
2025-07-11,12.65,9.4,3.44
2025-07-12,9.79,11.64,1.34
2025-07-13,14.73,2.46,7.37
2025-07-14,11.19,8.16,1.17
2025-07-15,2.27,8.3,5.57
2025-07-16,3.39,2.27,3.78
2025-07-17,1.65,9.87,4.2
2025-07-18,11.38,3.54,2.74
2025-07-19,2.78,9.01,7.14
2025-07-20,10.29,2.38,5.93
2025-07-21,8.78,8.14,9.55
2025-07-22,9.87,7.21,3.88
2025-07-23,8.12,6.83,4.25
2025-07-24,1.18,5.67,2.07
2025-07-25,4.55,6.2,6.31
2025-07-26,13.39,6.77,1.4
2025-07-27,14.01,4.98,9.7
2025-07-28,2.36,11.35,9.15
2025-07-29,14.34,11.65,7.15
2025-07-30,10.39,5.0,3.51
2025-07-31,13.92,9.79,3.88
2025-08-01,6.62,9.52,1.33
2025-08-02,2.42,10.76,2.85
2025-08-03,5.23,2.04,3.85
2025-08-04,10.66,5.38,4.76
2025-08-05,12.13,3.45,4.91
2025-08-06,1.7,5.91,8.91
2025-08-07,7.82,7.76,4.77
2025-08-08,1.9,11.09,9.6
2025-08-09,13.09,10.4,1.3
2025-08-10,7.67,6.99,2.5
2025-08-11,13.81,2.24,4.19
2025-08-12,2.1,5.01,8.94
2025-08-13,5.63,3.07,1.66
2025-08-14,10.47,8.51,3.87
2025-08-15,5.11,8.95,1.57
2025-08-16,12.78,8.49,7.85
2025-08-17,14.82,4.75,3.18
2025-08-18,4.94,11.2,4.63
2025-08-19,6.06,7.89,8.27
2025-08-20,14.54,7.97,2.09
2025-08-21,6.01,10.16,9.5
2025-08-22,8.78,2.69,4.24
2025-08-23,11.77,4.1,3.64
2025-08-24,7.14,7.9,2.31
2025-08-25,6.22,8.1,4.94
2025-08-26,7.94,6.67,9.82
2025-08-27,11.91,9.8,5.16
2025-08-28,5.37,5.46,4.8
2025-08-29,5.91,2.11,0.57
2025-08-30,3.65,5.4,3.23
2025-08-31,10.82,11.66,2.67
2025-09-01,13.59,9.79,0.87
2025-09-02,3.6,5.18,4.74
2025-09-03,1.48,4.22,1.79
2025-09-04,6.34,10.1,5.28
2025-09-05,6.74,4.0,4.82
2025-09-06,10.04,7.8,2.62
2025-09-07,2.2,7.08,8.08
2025-09-08,12.5,6.23,9.3
2025-09-09,9.04,6.26,1.77
2025-09-10,8.64,9.02,1.43
2025-09-11,5.43,3.03,3.78
2025-09-12,6.11,5.95,6.3
2025-09-13,1.78,11.68,6.5
2025-09-14,11.55,9.78,6.44
2025-09-15,9.47,2.21,5.97
2025-09-16,14.67,6.47,4.16
2025-09-17,5.95,3.17,7.93
2025-09-18,10.33,6.85,9.56
2025-09-19,13.87,3.04,6.1
2025-09-20,10.96,5.89,2.58
2025-09-21,1.56,7.45,5.84
2025-09-22,9.85,5.67,7.68
2025-09-23,8.64,7.79,8.38
2025-09-24,7.99,11.85,7.32
2025-09-25,8.74,4.46,8.96
2025-09-26,7.45,7.65,9.54
2025-09-27,10.69,6.71,5.17
2025-09-28,1.21,10.09,5.64
2025-09-29,3.64,5.15,3.71
2025-09-30,6.12,8.38,6.76
2025-10-01,7.34,8.93,6.16
2025-10-02,2.83,11.76,2.2
2025-10-03,12.48,3.51,7.1
2025-10-04,14.01,11.98,8.15
2025-10-05,11.52,9.21,2.22
2025-10-06,14.0,6.56,2.06
2025-10-07,11.41,4.64,6.57
2025-10-08,7.17,8.29,1.6
2025-10-09,6.5,3.42,8.19
2025-10-10,3.33,11.47,6.61
2025-10-11,2.21,3.84,0.81
2025-10-12,4.07,9.74,7.82
2025-10-13,8.45,5.45,5.34
2025-10-14,2.89,4.16,5.21
2025-10-15,14.32,10.09,3.46
2025-10-16,4.06,10.88,3.19
2025-10-17,12.67,2.06,5.25
2025-10-18,12.46,11.74,0.53
2025-10-19,2.98,6.22,8.05
2025-10-20,10.95,2.96,7.95
2025-10-21,12.54,6.53,7.49
2025-10-22,13.38,3.19,6.22
2025-10-23,14.36,4.59,3.31
2025-10-24,14.02,7.58,6.75
2025-10-25,5.36,5.59,1.73
2025-10-26,4.75,4.28,3.0
2025-10-27,6.57,3.96,0.93
2025-10-28,7.51,8.37,8.67
2025-10-29,4.27,11.1,8.37
2025-10-30,2.21,2.56,4.78
2025-10-31,10.19,4.44,4.66
2025-11-01,3.44,8.65,9.3
2025-11-02,13.81,11.87,6.91
2025-11-03,5.03,8.81,7.24
2025-11-04,3.77,2.53,3.91
2025-11-05,3.72,3.79,3.27
2025-11-06,5.05,5.48,1.59
2025-11-07,9.57,3.57,1.19
2025-11-08,14.7,3.82,9.1
2025-11-09,7.81,4.74,9.11
2025-11-10,9.4,5.73,2.66
2025-11-11,12.8,5.92,0.86
2025-11-12,5.68,6.99,3.79
2025-11-13,3.52,11.28,9.54
2025-11-14,7.07,11.93,3.4
2025-11-15,5.46,2.2,8.72
2025-11-16,13.13,6.94,8.26
2025-11-17,14.69,9.52,9.47
2025-11-18,10.64,2.73,5.22
2025-11-19,10.15,11.41,9.26
2025-11-20,11.0,11.38,7.55
2025-11-21,7.55,4.08,8.75
2025-11-22,9.8,9.86,7.47
2025-11-23,2.0,7.81,4.88
2025-11-24,7.91,2.34,9.23
2025-11-25,5.65,4.97,8.11
2025-11-26,1.74,4.63,6.59
2025-11-27,8.63,10.8,5.09
2025-11-28,6.04,10.98,1.4
2025-11-29,9.27,2.34,8.25
2025-11-30,8.18,9.41,4.46
2025-12-01,4.87,3.2,3.91
2025-12-02,8.56,9.91,2.69
2025-12-03,6.3,10.46,5.65
2025-12-04,13.9,2.59,8.38
2025-12-05,6.26,5.26,3.25
2025-12-06,1.56,5.8,9.25
2025-12-07,11.69,11.55,4.27
2025-12-08,14.49,5.71,9.71
2025-12-09,3.37,4.56,6.93
2025-12-10,14.62,8.2,3.99
2025-12-11,9.64,3.59,9.84
2025-12-12,12.86,8.25,6.15
2025-12-13,7.62,6.59,7.8
2025-12-14,9.72,9.31,4.79
2025-12-15,12.77,7.79,1.63
2025-12-16,14.76,3.77,9.66
2025-12-17,3.59,11.37,3.56
2025-12-18,13.58,6.49,9.22
2025-12-19,10.34,9.45,9.12
2025-12-20,14.26,7.32,1.4
2025-12-21,5.45,10.65,1.59
2025-12-22,4.4,5.37,6.31
2025-12-23,6.12,8.39,0.84
2025-12-24,13.38,2.79,4.5
2025-12-25,7.43,2.78,5.51
2025-12-26,14.32,10.44,2.37
2025-12-27,4.39,10.18,7.82
2025-12-28,4.09,5.59,4.6
2025-12-29,10.5,8.76,4.52
2025-12-30,5.08,10.29,2.73
2025-12-31,2.81,3.44,8.93
2026-01-01,6.26,11.85,0.61
2026-01-02,4.73,10.86,0.57
2026-01-03,6.78,8.91,9.96
2026-01-04,3.61,7.43,0.7
2026-01-05,14.4,10.95,1.97
2026-01-06,12.22,9.39,8.89
2026-01-07,12.77,7.85,6.35
2026-01-08,5.17,10.92,6.44
2026-01-09,12.99,4.11,5.02
2026-01-10,9.27,4.44,1.93
2026-01-11,1.79,11.3,3.99
2026-01-12,3.15,2.67,7.32
2026-01-13,7.24,2.46,5.11
2026-01-14,6.51,9.92,7.43
2026-01-15,12.13,6.14,0.57
2026-01-16,13.23,11.16,6.73
2026-01-17,13.11,5.01,6.13
